resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,total_cycles,total_stall_cycles,total_macs,total_sram_accesses,total_sram_ifmap_reads,total_sram_filter_reads,total_sram_ofmap_writes,total_dram_accesses,total_dram_ifmap_reads,total_dram_filter_reads,total_dram_ofmap_writes,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,analytical_lower_bound_ms,energy_backend,energy_model,sram_read_pj_per_byte,sram_write_pj_per_byte,dram_read_pj_per_byte,dram_write_pj_per_byte,latency_ms,num_pes,cycles_x_pes,stall_pct,energy_total_mj,edp_mj_ms,average_power_w_at_30fps,deadline_ms,feasible,average_power_w_at_deadline_fps
1080p,1920,1080,128,128,3,8,1024,200.0,ws,8668680.0,0.0,55987200,49770045.0,37324800.0,3645.0,12441600.0,72627600.0,60132000.0,54000.0,12441600.0,12877056.0,186624000.0,18225.0,62208000.0,248850225.0,9621120000.0,8640000.0,1990656000.0,11620416000.0,11882143281.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8.66868,64,554795520.0,0.0,11.882143281,103.00249781713907,0.35646429843,200,True,0.059410716405
1080p,1920,1080,128,128,3,8,1024,800.0,os,11977335.0,0.0,55987200,58838400.0,37324800.0,6998400.0,14515200.0,43900800.0,37464000.0,216000.0,6220800.0,12877056.0,186624000.0,34992000.0,72576000.0,294192000.0,5994240000.0,34560000.0,995328000.0,7024128000.0,7331197056.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,11.977335,64,766549440.0,0.0,7.331197056,87.80820309072575,0.21993591168,33,True,0.22215748654545456
1080p,1920,1080,128,128,3,8,1024,800.0,os,11977335.0,0.0,55987200,58838400.0,37324800.0,6998400.0,14515200.0,43900800.0,37464000.0,216000.0,6220800.0,12877056.0,186624000.0,34992000.0,72576000.0,294192000.0,5994240000.0,34560000.0,995328000.0,7024128000.0,7331197056.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,11.977335,64,766549440.0,0.0,7.331197056,87.80820309072575,0.21993591168,100,True,0.07331197056
1080p,1920,1080,128,128,3,8,1024,800.0,os,11977335.0,0.0,55987200,58838400.0,37324800.0,6998400.0,14515200.0,43900800.0,37464000.0,216000.0,6220800.0,12877056.0,186624000.0,34992000.0,72576000.0,294192000.0,5994240000.0,34560000.0,995328000.0,7024128000.0,7331197056.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,11.977335,64,766549440.0,0.0,7.331197056,87.80820309072575,0.21993591168,200,True,0.03665598528
1080p,1920,1080,128,128,3,8,1024,800.0,ws,8396670.0,0.0,55987200,49770045.0,37324800.0,3645.0,12441600.0,72945600.0,60288000.0,216000.0,12441600.0,12877056.0,186624000.0,18225.0,62208000.0,248850225.0,9646080000.0,34560000.0,1990656000.0,11671296000.0,11933023281.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8.39667,64,537386880.0,0.0,11.933023281,100.19765859287428,0.35799069843,33,True,0.36160676609090914
1080p,1920,1080,128,128,3,8,1024,800.0,ws,8396670.0,0.0,55987200,49770045.0,37324800.0,3645.0,12441600.0,72945600.0,60288000.0,216000.0,12441600.0,12877056.0,186624000.0,18225.0,62208000.0,248850225.0,9646080000.0,34560000.0,1990656000.0,11671296000.0,11933023281.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8.39667,64,537386880.0,0.0,11.933023281,100.19765859287428,0.35799069843,100,True,0.11933023281
1080p,1920,1080,128,128,3,8,1024,800.0,ws,8396670.0,0.0,55987200,49770045.0,37324800.0,3645.0,12441600.0,72945600.0,60288000.0,216000.0,12441600.0,12877056.0,186624000.0,18225.0,62208000.0,248850225.0,9646080000.0,34560000.0,1990656000.0,11671296000.0,11933023281.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8.39667,64,537386880.0,0.0,11.933023281,100.19765859287428,0.35799069843,200,True,0.059665116405
1080p,1920,1080,128,128,3,8,4096,50.0,os,12793935.0,0.0,55987200,58838400.0,37324800.0,6998400.0,14515200.0,43584300.0,37336500.0,27000.0,6220800.0,12877056.0,186624000.0,34992000.0,72576000.0,294192000.0,5973840000.0,4320000.0,995328000.0,6973488000.0,7280557056.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,12.793935,64,818811840.0,0.0,7.280557056,93.14697373825535,0.21841671168,33,True,0.22062294109090907
1080p,1920,1080,128,128,3,8,4096,50.0,os,12793935.0,0.0,55987200,58838400.0,37324800.0,6998400.0,14515200.0,43584300.0,37336500.0,27000.0,6220800.0,12877056.0,186624000.0,34992000.0,72576000.0,294192000.0,5973840000.0,4320000.0,995328000.0,6973488000.0,7280557056.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,12.793935,64,818811840.0,0.0,7.280557056,93.14697373825535,0.21841671168,100,True,0.07280557056
1080p,1920,1080,128,128,3,8,4096,50.0,os,12793935.0,0.0,55987200,58838400.0,37324800.0,6998400.0,14515200.0,43584300.0,37336500.0,27000.0,6220800.0,12877056.0,186624000.0,34992000.0,72576000.0,294192000.0,5973840000.0,4320000.0,995328000.0,6973488000.0,7280557056.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,12.793935,64,818811840.0,0.0,7.280557056,93.14697373825535,0.21841671168,200,True,0.03640278528
