resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,run_name,spec_hash,simulation_hash,tile_class,tile_out_width,tile_out_height,tile_count,stage,stage_op,stage_m,stage_n,stage_k,stage_macs_per_tile,stage_input_pixels_with_halo,stage_output_pixels,cycles_per_tile,compute_cycles_per_tile,stall_cycles_per_tile,scaled_cycles,scaled_stall_cycles,scaled_macs,scaled_sram_accesses,scaled_sram_ifmap_reads,scaled_sram_filter_reads,scaled_sram_ofmap_writes,scaled_dram_accesses,scaled_dram_ifmap_reads,scaled_dram_filter_reads,scaled_dram_ofmap_writes,overall_util_pct,mapping_efficiency_pct,compute_util_pct,analytical_lower_bound_ms,energy_backend,energy_model,sram_read_pj_per_byte,sram_write_pj_per_byte,dram_read_pj_per_byte,dram_write_pj_per_byte,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,energy_total_mj
1080p,1920,1080,128,128,7,32,256,200.0,os,run_6cd77f2baae7,2c89ea78ca52,6cd77f2baae7,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,25193.0,24863.0,0.0,377895.0,0.0,5268480,5755680.0,5268480.0,164640.0,322560.0,53231520.0,53100000.0,24000.0,107520.0,1.379559988738286,3.125,1.3795045045045031,0.13567500000000002,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1211750.4000000001,26342400.0,823200.0,1612800.0,28778400.0,8496000000.0,3840000.0,17203200.0,8517043200.0,8547033350.4,8.5470333504
1080p,1920,1080,128,128,7,32,256,200.0,os,run_6cd77f2baae7,2c89ea78ca52,6cd77f2baae7,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,16269.0,15903.0,0.0,244035.0,0.0,1935360,1458240.0,967680.0,60480.0,430080.0,1991040.0,1770000.0,6000.0,215040.0,0.7923033389926429,6.25,0.7922535211267571,0.13567500000000002,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,302400.0,2150400.0,7291200.0,283200000.0,960000.0,34406400.0,318566400.0,326302732.8,0.3263027328
1080p,1920,1080,128,128,5,8,1024,50.0,os,run_6d49cfd274cb,1ec63ade12dc,6d49cfd274cb,bottom_edge,128,56,15,gaussian_k5,gaussian,7168,1,25,179200,7920,7168,38670.0,34943.0,0.0,580050.0,0.0,2688000,3346560.0,2688000.0,336000.0,322560.0,2798520.0,2688000.0,3000.0,107520.0,8.013049823999085,12.5,8.012820512820449,1.3932,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,618240.0,13440000.0,1680000.0,1612800.0,16732800.0,430080000.0,480000.0,17203200.0,447763200.0,465114240.0,0.46511424
1080p,1920,1080,128,128,5,8,1024,50.0,os,run_6d49cfd274cb,1ec63ade12dc,6d49cfd274cb,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,22184.0,20607.0,0.0,332760.0,0.0,1935360,1639680.0,967680.0,241920.0,430080.0,1184790.0,968250.0,1500.0,215040.0,9.783083418255933,25.0,9.782608695652106,1.3932,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,1209600.0,2150400.0,8198400.0,154920000.0,240000.0,34406400.0,189566400.0,198209932.8,0.19820993280000002
720p,1280,720,128,128,3,32,1024,50.0,ws,run_6d4ca6f2849e,,,bottom_edge,128,80,10,gaussian_k3,gaussian,10240,1,9,92160,10660,10240,15258.0,10333.0,0.0,152580.0,0.0,921600,1024090.0,921600.0,90.0,102400.0,2465900.0,2360500.0,3000.0,102400.0,0.8709958385754379,0.87890625,0.8683068017366137,0.024300000000000002,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,211968.0,4608000.0,450.0,512000.0,5120450.0,377680000.0,480000.0,16384000.0,394544000.0,399876418.0,0.399876418
720p,1280,720,128,128,3,32,1024,50.0,ws,run_6d4ca6f2849e,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,15463.0,10333.0,0.0,154630.0,0.0,1843200,1126580.0,921600.0,180.0,204800.0,2568300.0,2360500.0,3000.0,204800.0,1.741991677150876,1.7578125,1.7366136034732274,0.024300000000000002,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,900.0,1024000.0,5632900.0,377680000.0,480000.0,32768000.0,410928000.0,416984836.0,0.416984836
720p,1280,720,128,128,11,32,256,200.0,ws,run_6d7778e16690,,,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,41834.0,41335.0,0.0,418340.0,0.0,12390400,12801210.0,12390400.0,1210.0,409600.0,13429600.0,12980000.0,40000.0,409600.0,2.927301318495222,2.9541015625,2.918475639170285,0.12510000000000002,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,2849792.0,61952000.0,6050.0,2048000.0,64006050.0,2076800000.0,6400000.0,65536000.0,2148736000.0,2215591842.0,2.215591842
720p,1280,720,128,128,11,32,256,200.0,ws,run_6d7778e16690,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,10730.0,10333.0,0.0,107300.0,0.0,1843200,1126580.0,921600.0,180.0,204800.0,1388800.0,1180000.0,4000.0,204800.0,1.741991677150876,1.7578125,1.7366136034732274,0.12510000000000002,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,900.0,1024000.0,5632900.0,188800000.0,640000.0,32768000.0,222208000.0,228264836.0,0.228264836
1080p,1920,1080,128,128,7,128,256,200.0,os,run_6e5f8e4ac7da,34794397f3b1,6e5f8e4ac7da,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,28699.0,28369.0,11402.0,430485.0,171030.0,5268480,5632200.0,5268480.0,41160.0,322560.0,79853520.0,79650000.0,96000.0,107520.0,0.0755666396418626,0.78125,0.1263407590759075,0.010368,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1211750.4000000001,26342400.0,205800.0,1612800.0,28161000.0,12744000000.0,15360000.0,17203200.0,12776563200.0,12805935950.4,12.8059359504
1080p,1920,1080,128,128,7,128,256,200.0,os,run_6e5f8e4ac7da,34794397f3b1,6e5f8e4ac7da,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,15093.0,14727.0,0.0,226395.0,0.0,1935360,1412880.0,967680.0,15120.0,430080.0,2003040.0,1770000.0,18000.0,215040.0,0.0534732124668975,1.5625,0.0534695817490493,0.010368,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,75600.0,2150400.0,7064400.0,283200000.0,2880000.0,34406400.0,320486400.0,327995932.8,0.3279959328
720p,1280,720,128,128,7,128,4096,200.0,os,run_6e89b6109f25,,,bottom_edge,128,80,10,gaussian_k7,gaussian,10240,1,49,501760,11524,10240,26799.0,24239.0,0.0,267990.0,0.0,5017600,5364000.0,5017600.0,39200.0,307200.0,5184400.0,5018000.0,64000.0,102400.0,0.1263459713684558,0.78125,0.1263407590759075,0.004608,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1154048.0,25088000.0,196000.0,1536000.0,26820000.0,802880000.0,10240000.0,16384000.0,829504000.0,857478048.0,0.857478048
720p,1280,720,128,128,7,128,4096,200.0,os,run_6e89b6109f25,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,21602.0,21039.0,0.0,216020.0,0.0,1843200,1345600.0,921600.0,14400.0,409600.0,1138800.0,922000.0,12000.0,204800.0,0.0534721231997718,1.5625,0.0534695817490493,0.004608,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,72000.0,2048000.0,6728000.0,147520000.0,1920000.0,32768000.0,182208000.0,189359936.0,0.189359936
1080p,1920,1080,128,128,11,128,1024,200.0,os,run_6e939abb761e,4d88eeac87e7,6e939abb761e,bottom_edge,128,56,15,gaussian_k11,gaussian,7168,1,121,867328,9108,7168,45004.0,43788.0,22789.0,675060.0,341835.0,13009920,13434120.0,13009920.0,101640.0,322560.0,131432520.0,131091000.0,234000.0,107520.0,0.1208949940623001,0.78125,0.2520833333333333,0.0175921875,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,2992281.6,65049600.0,508200.0,1612800.0,67170600.0,20974560000.0,37440000.0,17203200.0,21029203200.0,21099366081.6,21.0993660816
1080p,1920,1080,128,128,11,128,1024,200.0,os,run_6e939abb761e,4d88eeac87e7,6e939abb761e,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,15121.0,14727.0,0.0,226815.0,0.0,1935360,1412880.0,967680.0,15120.0,430080.0,1202040.0,969000.0,18000.0,215040.0,0.0534732124668975,1.5625,0.0534695817490493,0.0175921875,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,75600.0,2150400.0,7064400.0,155040000.0,2880000.0,34406400.0,192326400.0,199835932.8,0.1998359328
1080p,1920,1080,128,128,11,8,4096,200.0,os,run_6ed698ccedd8,0099bedac078,6ed698ccedd8,bottom_edge,128,56,15,gaussian_k11,gaussian,7168,1,121,867328,9108,7168,125331.0,120959.0,0.0,1879965.0,0.0,13009920,14958720.0,13009920.0,1626240.0,322560.0,13133520.0,13011000.0,15000.0,107520.0,11.20379632768128,12.5,11.20370370370375,4.5036,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,2992281.6,65049600.0,8131200.0,1612800.0,74793600.0,2081760000.0,2400000.0,17203200.0,2101363200.0,2179149081.6,2.1791490816
1080p,1920,1080,128,128,11,8,4096,200.0,os,run_6ed698ccedd8,0099bedac078,6ed698ccedd8,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,21001.0,20607.0,0.0,315015.0,0.0,1935360,1639680.0,967680.0,241920.0,430080.0,1187040.0,969000.0,3000.0,215040.0,9.783083418255933,25.0,9.782608695652106,4.5036,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,1209600.0,2150400.0,8198400.0,155040000.0,480000.0,34406400.0,189926400.0,198569932.8,0.19856993280000002
720p,1280,720,128,128,7,8,256,50.0,os,run_6ef129fe4273,,,bottom_edge,128,80,10,gaussian_k7,gaussian,10240,1,49,501760,11524,10240,82021.0,80639.0,0.0,820210.0,0.0,5017600,5952000.0,5017600.0,627200.0,307200.0,10708400.0,10602000.0,4000.0,102400.0,9.722342786988929,12.5,9.722222222222497,0.9648,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1154048.0,25088000.0,3136000.0,1536000.0,29760000.0,1696320000.0,640000.0,16384000.0,1713344000.0,1744258048.0,1.744258048
720p,1280,720,128,128,7,8,256,50.0,os,run_6ef129fe4273,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,31026.0,29439.0,0.0,310260.0,0.0,1843200,1561600.0,921600.0,230400.0,409600.0,1383800.0,1178000.0,1000.0,204800.0,9.782940996637114,25.0,9.78260869565196,0.9648,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,1152000.0,2048000.0,7808000.0,188480000.0,160000.0,32768000.0,221408000.0,229639936.0,0.229639936
1080p,1920,1080,128,128,5,128,4096,800.0,ws,run_6fb6349ec417,0dd9c06e698d,6fb6349ec417,bottom_edge,128,56,15,gaussian_k5,gaussian,7168,1,25,179200,7920,7168,8704.0,7549.0,0.0,130560.0,0.0,2688000,2795895.0,2688000.0,375.0,107520.0,13919520.0,13764000.0,48000.0,107520.0,0.1448867399655583,0.152587890625,0.1424710173244757,0.0054421875,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,618240.0,13440000.0,1875.0,537600.0,13979475.0,2202240000.0,7680000.0,17203200.0,2227123200.0,2241720915.0,2.241720915
1080p,1920,1080,128,128,5,128,4096,800.0,ws,run_6fb6349ec417,0dd9c06e698d,6fb6349ec417,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,8713.0,7549.0,0.0,130695.0,0.0,1935360,1182990.0,967680.0,270.0,215040.0,14003040.0,13764000.0,24000.0,215040.0,0.104318452775202,0.10986328125,0.1025791324736225,0.0054421875,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,1350.0,1075200.0,5914950.0,2202240000.0,3840000.0,34406400.0,2240486400.0,2246846482.8,2.2468464828
1080p,1920,1080,128,128,11,16,4096,800.0,ws,run_6fe0b2530ea6,e54990b4806f,6fe0b2530ea6,bottom_edge,128,56,15,gaussian_k11,gaussian,7168,1,121,867328,9108,7168,58929.0,57711.0,0.0,883935.0,0.0,13009920,13871895.0,13009920.0,1815.0,860160.0,14660160.0,13764000.0,36000.0,860160.0,5.870631248808719,5.908203125,5.858348319269608,1.1259,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,2992281.6,65049600.0,9075.0,4300800.0,69359475.0,2202240000.0,5760000.0,137625600.0,2345625600.0,2417977356.6,2.4179773566
1080p,1920,1080,128,128,11,16,4096,800.0,ws,run_6fe0b2530ea6,e54990b4806f,6fe0b2530ea6,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,7374.0,7213.0,0.0,110610.0,0.0,1935360,1182990.0,967680.0,270.0,215040.0,1955040.0,1728000.0,12000.0,215040.0,6.987383890198253,7.03125,6.971918660948956,1.1259,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,1350.0,1075200.0,5914950.0,276480000.0,1920000.0,34406400.0,312806400.0,319166482.8,0.3191664828
720p,1280,720,128,128,3,8,1024,50.0,ws,run_6fed9e154f71,,,full,128,128,50,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,38187.0,32811.0,0.0,1909350.0,0.0,7372800,9011650.0,7372800.0,450.0,1638400.0,13445900.0,11802500.0,5000.0,1638400.0,7.022035293041967,7.03125,7.018826539937854,0.38880000000000003,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1695744.0,36864000.0,2250.0,8192000.0,45058250.0,1888400000.0,800000.0,262144000.0,2151344000.0,2198097994.0,2.198097994
720p,1280,720,128,128,3,8,1024,50.0,ws,run_6fed9e154f71,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38842.0,32811.0,0.0,1942100.0,0.0,14745600,10650500.0,7372800.0,900.0,3276800.0,15084300.0,11802500.0,5000.0,3276800.0,14.044070586083937,14.0625,14.037653079875708,0.38880000000000003,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,3391488.0,36864000.0,4500.0,16384000.0,53252500.0,1888400000.0,800000.0,524288000.0,2413488000.0,2470131988.0,2.470131988
1080p,1920,1080,128,128,3,8,1024,50.0,ws,run_6fed9e154f71,c9902ac8b5e8,6522ade2dd87,full,128,128,120,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,38187.0,32811.0,0.0,4582440.0,0.0,17694720,21627960.0,17694720.0,1080.0,3932160.0,32270160.0,28326000.0,12000.0,3932160.0,7.022035293041967,7.03125,7.018826539937854,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,4069785.6,88473600.0,5400.0,19660800.0,108139800.0,4532160000.0,1920000.0,629145600.0,5163225600.0,5275435185.6,5.2754351856
1080p,1920,1080,128,128,3,8,1024,50.0,ws,run_6fed9e154f71,c9902ac8b5e8,6522ade2dd87,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38842.0,32811.0,0.0,4661040.0,0.0,35389440,25561200.0,17694720.0,2160.0,7864320.0,36202320.0,28326000.0,12000.0,7864320.0,14.044070586083937,14.0625,14.037653079875708,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8139571.2,88473600.0,10800.0,39321600.0,127806000.0,4532160000.0,1920000.0,1258291200.0,5792371200.0,5928316771.2,5.9283167712
hires,2048,2048,128,128,3,8,1024,50.0,ws,run_6fed9e154f71,ebd31657293a,6522ade2dd87,full,128,128,256,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,38187.0,32811.0,0.0,9775872.0,0.0,37748736,46139648.0,37748736.0,2304.0,8388608.0,68843008.0,60428800.0,25600.0,8388608.0,7.022035293041967,7.03125,7.018826539937854,1.769472,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8682209.280000001,188743680.0,11520.0,41943040.0,230698240.0,9668608000.0,4096000.0,1342177280.0,11014881280.0,11254261729.28,11.254261729280001
hires,2048,2048,128,128,3,8,1024,50.0,ws,run_6fed9e154f71,ebd31657293a,6522ade2dd87,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38842.0,32811.0,0.0,9943552.0,0.0,75497472,54530560.0,37748736.0,4608.0,16777216.0,77231616.0,60428800.0,25600.0,16777216.0,14.044070586083937,14.0625,14.037653079875708,1.769472,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,17364418.560000002,188743680.0,23040.0,83886080.0,272652800.0,9668608000.0,4096000.0,2684354560.0,12357058560.0,12647075778.56,12.64707577856
720p,1280,720,128,128,3,16,256,800.0,os,run_701bac9f4bba,,,full,128,128,50,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,40029.0,39935.0,0.0,2001450.0,0.0,7372800,10291200.0,7372800.0,460800.0,2457600.0,39339200.0,38480000.0,40000.0,819200.0,1.4423438086891198,6.25,1.442307692307674,0.09720000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1695744.0,36864000.0,2304000.0,12288000.0,51456000.0,6156800000.0,6400000.0,131072000.0,6294272000.0,6347423744.0,6.347423744
720p,1280,720,128,128,3,16,256,800.0,os,run_701bac9f4bba,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,40049.0,39935.0,0.0,2002450.0,0.0,14745600,11571200.0,7372800.0,921600.0,3276800.0,40158400.0,38480000.0,40000.0,1638400.0,2.8846876173782396,12.5,2.884615384615348,0.09720000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,3391488.0,36864000.0,4608000.0,16384000.0,57856000.0,6156800000.0,6400000.0,262144000.0,6425344000.0,6486591488.0,6.486591488
1080p,1920,1080,128,128,3,16,256,800.0,os,run_701bac9f4bba,261605bd8632,a1988dc529ab,full,128,128,120,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,40029.0,39935.0,0.0,4803480.0,0.0,17694720,24698880.0,17694720.0,1105920.0,5898240.0,94414080.0,92352000.0,96000.0,1966080.0,1.4423438086891198,6.25,1.442307692307674,0.2187,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,4069785.6,88473600.0,5529600.0,29491200.0,123494400.0,14776320000.0,15360000.0,314572800.0,15106252800.0,15233816985.6,15.2338169856
1080p,1920,1080,128,128,3,16,256,800.0,os,run_701bac9f4bba,261605bd8632,a1988dc529ab,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,40049.0,39935.0,0.0,4805880.0,0.0,35389440,27770880.0,17694720.0,2211840.0,7864320.0,96380160.0,92352000.0,96000.0,3932160.0,2.8846876173782396,12.5,2.884615384615348,0.2187,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8139571.2,88473600.0,11059200.0,39321600.0,138854400.0,14776320000.0,15360000.0,629145600.0,15420825600.0,15567819571.2,15.567819571200001
hires,2048,2048,128,128,3,16,256,800.0,os,run_701bac9f4bba,1519c79551c5,a1988dc529ab,full,128,128,256,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,40029.0,39935.0,0.0,10247424.0,0.0,37748736,52690944.0,37748736.0,2359296.0,12582912.0,201416704.0,197017600.0,204800.0,4194304.0,1.4423438086891198,6.25,1.442307692307674,0.442368,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8682209.280000001,188743680.0,11796480.0,62914560.0,263454720.0,31522816000.0,32768000.0,671088640.0,32226672640.0,32498809569.28,32.49880956928
hires,2048,2048,128,128,3,16,256,800.0,os,run_701bac9f4bba,1519c79551c5,a1988dc529ab,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,40049.0,39935.0,0.0,10252544.0,0.0,75497472,59244544.0,37748736.0,4718592.0,16777216.0,205611008.0,197017600.0,204800.0,8388608.0,2.8846876173782396,12.5,2.884615384615348,0.442368,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,17364418.560000002,188743680.0,23592960.0,83886080.0,296222720.0,31522816000.0,32768000.0,1342177280.0,32897761280.0,33211348418.56,33.21134841856
720p,1280,720,128,128,11,16,256,800.0,os,run_703a65047879,,,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,96725.0,96639.0,0.0,967250.0,0.0,12390400,13472000.0,12390400.0,774400.0,307200.0,50446400.0,50320000.0,24000.0,102400.0,5.008329970301845,6.25,5.008278145695392,0.5004000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,2849792.0,61952000.0,3872000.0,1536000.0,67360000.0,8051200000.0,3840000.0,16384000.0,8071424000.0,8141633792.0,8.141633792
720p,1280,720,128,128,11,16,256,800.0,os,run_703a65047879,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,25058.0,24959.0,0.0,250580.0,0.0,1843200,1446400.0,921600.0,115200.0,409600.0,1396800.0,1184000.0,8000.0,204800.0,2.8847309587723866,12.5,2.8846153846153593,0.5004000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,576000.0,2048000.0,7232000.0,189440000.0,1280000.0,32768000.0,223488000.0,231143936.0,0.231143936
720p,1280,720,128,128,3,8,256,200.0,os,run_7072520caa70,,,bottom_edge,128,80,10,gaussian_k3,gaussian,10240,1,9,92160,10660,10240,29785.0,29439.0,0.0,297850.0,0.0,921600,1344000.0,921600.0,115200.0,307200.0,1284400.0,1180000.0,2000.0,102400.0,4.891470498318557,12.5,4.8913043478259794,0.38880000000000003,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,211968.0,4608000.0,576000.0,1536000.0,6720000.0,188800000.0,320000.0,16384000.0,205504000.0,212435968.0,0.212435968
720p,1280,720,128,128,3,8,256,200.0,os,run_7072520caa70,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,29836.0,29439.0,0.0,298360.0,0.0,1843200,1561600.0,921600.0,230400.0,409600.0,1386800.0,1180000.0,2000.0,204800.0,9.782940996637114,25.0,9.78260869565196,0.38880000000000003,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,1152000.0,2048000.0,7808000.0,188800000.0,320000.0,32768000.0,221888000.0,230119936.0,0.230119936
720p,1280,720,128,128,3,128,4096,800.0,ws,run_7093e858c579,,,full,128,128,50,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,17965.0,16765.0,0.0,898250.0,0.0,7372800,8192450.0,7372800.0,450.0,819200.0,48099200.0,47200000.0,80000.0,819200.0,0.0536832687145839,0.054931640625,0.0532765050612679,0.0015187500000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1695744.0,36864000.0,2250.0,4096000.0,40962250.0,7552000000.0,12800000.0,131072000.0,7695872000.0,7738529994.0,7.738529994
720p,1280,720,128,128,3,128,4096,800.0,ws,run_7093e858c579,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,17985.0,16765.0,0.0,899250.0,0.0,14745600,9012100.0,7372800.0,900.0,1638400.0,48918400.0,47200000.0,80000.0,1638400.0,0.1073665374291679,0.10986328125,0.1065530101225359,0.0015187500000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,3391488.0,36864000.0,4500.0,8192000.0,45060500.0,7552000000.0,12800000.0,262144000.0,7826944000.0,7875395988.0,7.875395988
1080p,1920,1080,128,128,3,128,4096,800.0,ws,run_7093e858c579,b2027d9fe9b3,783aa67dc39b,full,128,128,120,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,17965.0,16765.0,0.0,2155800.0,0.0,17694720,19661880.0,17694720.0,1080.0,1966080.0,115438080.0,113280000.0,192000.0,1966080.0,0.0536832687145839,0.054931640625,0.0532765050612679,0.0034171875,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,4069785.6,88473600.0,5400.0,9830400.0,98309400.0,18124800000.0,30720000.0,314572800.0,18470092800.0,18572471985.6,18.5724719856
1080p,1920,1080,128,128,3,128,4096,800.0,ws,run_7093e858c579,b2027d9fe9b3,783aa67dc39b,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,17985.0,16765.0,0.0,2158200.0,0.0,35389440,21629040.0,17694720.0,2160.0,3932160.0,117404160.0,113280000.0,192000.0,3932160.0,0.1073665374291679,0.10986328125,0.1065530101225359,0.0034171875,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8139571.2,88473600.0,10800.0,19660800.0,108145200.0,18124800000.0,30720000.0,629145600.0,18784665600.0,18900950371.2,18.9009503712
hires,2048,2048,128,128,3,128,4096,800.0,ws,run_7093e858c579,cad8fffe77e2,783aa67dc39b,full,128,128,256,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,17965.0,16765.0,0.0,4599040.0,0.0,37748736,41945344.0,37748736.0,2304.0,4194304.0,246267904.0,241664000.0,409600.0,4194304.0,0.0536832687145839,0.054931640625,0.0532765050612679,0.006912,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8682209.280000001,188743680.0,11520.0,20971520.0,209726720.0,38666240000.0,65536000.0,671088640.0,39402864640.0,39621273569.28,39.62127356928
hires,2048,2048,128,128,3,128,4096,800.0,ws,run_7093e858c579,cad8fffe77e2,783aa67dc39b,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,17985.0,16765.0,0.0,4604160.0,0.0,75497472,46141952.0,37748736.0,4608.0,8388608.0,250462208.0,241664000.0,409600.0,8388608.0,0.1073665374291679,0.10986328125,0.1065530101225359,0.006912,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,17364418.560000002,188743680.0,23040.0,41943040.0,230709760.0,38666240000.0,65536000.0,1342177280.0,40073953280.0,40322027458.56,40.32202745856
