resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,total_cycles,total_stall_cycles,total_macs,total_sram_accesses,total_sram_ifmap_reads,total_sram_filter_reads,total_sram_ofmap_writes,total_dram_accesses,total_dram_ifmap_reads,total_dram_filter_reads,total_dram_ofmap_writes,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,analytical_lower_bound_ms,energy_backend,energy_model,sram_read_pj_per_byte,sram_write_pj_per_byte,dram_read_pj_per_byte,dram_write_pj_per_byte,latency_ms,num_pes,cycles_x_pes,stall_pct,energy_total_mj,edp_mj_ms,average_power_w_at_30fps
720p,1280,720,128,128,3,128,256,800.0,is,5534530.0,0.0,24883200,19548000.0,16588800.0,194400.0,2764800.0,82188800.0,79328000.0,96000.0,2764800.0,24883200.0,132710400.0,1555200.0,19353600.0,153619200.0,79328000.0,96000.0,2764800.0,82188800.0,260691200.0,0.0015187500000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.53453,16384,90677739520.0,0.0,0.2606912,1.442803267136,0.007820736
720p,1280,720,128,128,3,128,256,800.0,os,3799330.0,0.0,24883200,23234400.0,16588800.0,194400.0,6451200.0,82284800.0,79328000.0,192000.0,2764800.0,24883200.0,132710400.0,1555200.0,45158400.0,179424000.0,79328000.0,192000.0,2764800.0,82284800.0,286592000.0,0.0015187500000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,3.79933,16384,62248222720.0,0.0,0.286592,1.08885758336,0.00859776
720p,1280,720,128,128,3,128,256,800.0,ws,1901170.0,0.0,24883200,19355220.0,16588800.0,1620.0,2764800.0,23084800.0,20128000.0,192000.0,2764800.0,24883200.0,132710400.0,12960.0,19353600.0,152076960.0,20128000.0,192000.0,2764800.0,23084800.0,200044960.0,0.0015187500000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,1.90117,16384,31148769280.0,0.0,0.20004496,0.3803194766032,0.0060013488
720p,1280,720,128,128,3,128,1024,50.0,is,5909390.0,0.0,24883200,19548000.0,16588800.0,194400.0,2764800.0,19385800.0,16594000.0,27000.0,2764800.0,24883200.0,132710400.0,1555200.0,19353600.0,153619200.0,16594000.0,27000.0,2764800.0,19385800.0,197888200.0,0.018432,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.909389999999999,16384,96819445760.0,0.0,0.1978882,1.1693985501979998,0.005936646
720p,1280,720,128,128,3,128,1024,50.0,os,4174190.0,0.0,24883200,23234400.0,16588800.0,194400.0,6451200.0,19502800.0,16594000.0,144000.0,2764800.0,24883200.0,132710400.0,1555200.0,45158400.0,179424000.0,16594000.0,144000.0,2764800.0,19502800.0,223810000.0,0.018432,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.17419,16384,68389928960.0,0.0,0.22381,0.9342254639,0.0067143
720p,1280,720,128,128,3,128,1024,50.0,ws,2510670.0,0.0,24883200,19355220.0,16588800.0,1620.0,2764800.0,31234800.0,28326000.0,144000.0,2764800.0,24883200.0,132710400.0,12960.0,19353600.0,152076960.0,28326000.0,144000.0,2764800.0,31234800.0,208194960.0,0.018432,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,2.51067,16384,41134817280.0,0.0,0.20819496,0.5227088402232001,0.0062458488
720p,1280,720,128,128,3,128,1024,200.0,is,5619030.0,0.0,24883200,19548000.0,16588800.0,194400.0,2764800.0,19404800.0,16604000.0,36000.0,2764800.0,24883200.0,132710400.0,1555200.0,19353600.0,153619200.0,16604000.0,36000.0,2764800.0,19404800.0,197907200.0,0.004608,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.6190299999999995,16384,92062187520.0,0.0,0.1979072,1.112046494016,0.005937216
720p,1280,720,128,128,3,128,1024,200.0,os,3883830.0,0.0,24883200,23234400.0,16588800.0,194400.0,6451200.0,19512800.0,16604000.0,144000.0,2764800.0,24883200.0,132710400.0,1555200.0,45158400.0,179424000.0,16604000.0,144000.0,2764800.0,19512800.0,223820000.0,0.004608,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,3.88383,16384,63632670720.0,0.0,0.22382,0.8692788306,0.0067146
720p,1280,720,128,128,3,128,1024,200.0,ws,2044370.0,0.0,24883200,19355220.0,16588800.0,1620.0,2764800.0,31252800.0,28344000.0,144000.0,2764800.0,24883200.0,132710400.0,12960.0,19353600.0,152076960.0,28344000.0,144000.0,2764800.0,31252800.0,208212960.0,0.004608,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,2.0443700000000002,16384,33494958080.0,0.0,0.20821296,0.4256643290352001,0.0062463888
720p,1280,720,128,128,3,128,1024,800.0,is,5546470.0,0.0,24883200,19548000.0,16588800.0,194400.0,2764800.0,19516800.0,16656000.0,96000.0,2764800.0,24883200.0,132710400.0,1555200.0,19353600.0,153619200.0,16656000.0,96000.0,2764800.0,19516800.0,198019200.0,0.0015187500000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.54647,16384,90873364480.0,0.0,0.1980192,1.098307552224,0.005940576
720p,1280,720,128,128,3,128,1024,800.0,os,3811270.0,0.0,24883200,23234400.0,16588800.0,194400.0,6451200.0,19612800.0,16656000.0,192000.0,2764800.0,24883200.0,132710400.0,1555200.0,45158400.0,179424000.0,16656000.0,192000.0,2764800.0,19612800.0,223920000.0,0.0015187500000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,3.81127,16384,62443847680.0,0.0,0.22392,0.8534195784,0.0067176
720p,1280,720,128,128,3,128,1024,800.0,ws,1927810.0,0.0,24883200,19355220.0,16588800.0,1620.0,2764800.0,31372800.0,28416000.0,192000.0,2764800.0,24883200.0,132710400.0,12960.0,19353600.0,152076960.0,28416000.0,192000.0,2764800.0,31372800.0,208332960.0,0.0015187500000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,1.92781,16384,31585239040.0,0.0,0.20833296,0.4016263636176,0.0062499888
720p,1280,720,128,128,3,128,4096,50.0,is,5909390.0,0.0,24883200,19548000.0,16588800.0,194400.0,2764800.0,19385800.0,16594000.0,27000.0,2764800.0,24883200.0,132710400.0,1555200.0,19353600.0,153619200.0,16594000.0,27000.0,2764800.0,19385800.0,197888200.0,0.018432,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.909389999999999,16384,96819445760.0,0.0,0.1978882,1.1693985501979998,0.005936646
720p,1280,720,128,128,3,128,4096,50.0,os,4174190.0,0.0,24883200,23234400.0,16588800.0,194400.0,6451200.0,19502800.0,16594000.0,144000.0,2764800.0,24883200.0,132710400.0,1555200.0,45158400.0,179424000.0,16594000.0,144000.0,2764800.0,19502800.0,223810000.0,0.018432,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.17419,16384,68389928960.0,0.0,0.22381,0.9342254639,0.0067143
720p,1280,720,128,128,3,128,4096,50.0,ws,4208910.0,0.0,24883200,19355220.0,16588800.0,1620.0,2764800.0,116146800.0,113238000.0,144000.0,2764800.0,24883200.0,132710400.0,12960.0,19353600.0,152076960.0,113238000.0,144000.0,2764800.0,116146800.0,293106960.0,0.018432,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.2089099999999995,16384,68958781440.0,0.0,0.29310696,1.2336608150136,0.0087932088
720p,1280,720,128,128,3,128,4096,200.0,is,5619030.0,0.0,24883200,19548000.0,16588800.0,194400.0,2764800.0,19404800.0,16604000.0,36000.0,2764800.0,24883200.0,132710400.0,1555200.0,19353600.0,153619200.0,16604000.0,36000.0,2764800.0,19404800.0,197907200.0,0.004608,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.6190299999999995,16384,92062187520.0,0.0,0.1979072,1.112046494016,0.005937216
720p,1280,720,128,128,3,128,4096,200.0,os,3883830.0,0.0,24883200,23234400.0,16588800.0,194400.0,6451200.0,19512800.0,16604000.0,144000.0,2764800.0,24883200.0,132710400.0,1555200.0,45158400.0,179424000.0,16604000.0,144000.0,2764800.0,19512800.0,223820000.0,0.004608,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,3.88383,16384,63632670720.0,0.0,0.22382,0.8692788306,0.0067146
720p,1280,720,128,128,3,128,4096,200.0,ws,2468930.0,0.0,24883200,19355220.0,16588800.0,1620.0,2764800.0,116164800.0,113256000.0,144000.0,2764800.0,24883200.0,132710400.0,12960.0,19353600.0,152076960.0,113256000.0,144000.0,2764800.0,116164800.0,293124960.0,0.004608,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,2.46893,16384,40450949120.0,0.0,0.29312496,0.7237050074928,0.0087937488
720p,1280,720,128,128,3,128,4096,800.0,is,5546470.0,0.0,24883200,19548000.0,16588800.0,194400.0,2764800.0,19516800.0,16656000.0,96000.0,2764800.0,24883200.0,132710400.0,1555200.0,19353600.0,153619200.0,16656000.0,96000.0,2764800.0,19516800.0,198019200.0,0.0015187500000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.54647,16384,90873364480.0,0.0,0.1980192,1.098307552224,0.005940576
720p,1280,720,128,128,3,128,4096,800.0,os,3811270.0,0.0,24883200,23234400.0,16588800.0,194400.0,6451200.0,19612800.0,16656000.0,192000.0,2764800.0,24883200.0,132710400.0,1555200.0,45158400.0,179424000.0,16656000.0,192000.0,2764800.0,19612800.0,223920000.0,0.0015187500000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,3.81127,16384,62443847680.0,0.0,0.22392,0.8534195784,0.0067176
720p,1280,720,128,128,3,128,4096,800.0,ws,2033890.0,0.0,24883200,19355220.0,16588800.0,1620.0,2764800.0,116236800.0,113280000.0,192000.0,2764800.0,24883200.0,132710400.0,12960.0,19353600.0,152076960.0,113280000.0,192000.0,2764800.0,116236800.0,293196960.0,0.0015187500000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,2.03389,16384,33323253760.0,0.0,0.29319696,0.5963303649744,0.0087959088
720p,1280,720,128,128,5,8,256,50.0,is,37643070.0,21344150.0,39628800,43660800.0,31334400.0,4953600.0,7372800.0,1594733800.0,1587355000.0,6000.0,7372800.0,39628800.0,250675200.0,39628800.0,51609600.0,341913600.0,1587355000.0,6000.0,7372800.0,1594733800.0,1976276200.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,37.64307,64,2409156480.0,56.70140612867123,1.9762762,74.393103335934,0.059288286
720p,1280,720,128,128,5,8,256,50.0,os,7338870.0,0.0,39628800,42739200.0,31334400.0,4953600.0,6451200.0,76996800.0,74214000.0,18000.0,2764800.0,39628800.0,250675200.0,39628800.0,45158400.0,335462400.0,74214000.0,18000.0,2764800.0,76996800.0,452088000.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,7.33887,64,469687680.0,0.0,0.452088,3.31781506056,0.01356264
720p,1280,720,128,128,5,8,256,50.0,ws,5708440.0,0.0,39628800,38709780.0,31334400.0,2580.0,7372800.0,40963800.0,33573000.0,18000.0,7372800.0,39628800.0,250675200.0,20640.0,51609600.0,302305440.0,33573000.0,18000.0,7372800.0,40963800.0,382898040.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.70844,64,365340160.0,0.0,0.38289804,2.1857504874576,0.0114869412
720p,1280,720,128,128,5,8,256,200.0,is,16170660.0,0.0,39628800,43660800.0,31334400.0,4953600.0,7372800.0,1597446800.0,1590050000.0,24000.0,7372800.0,39628800.0,250675200.0,39628800.0,51609600.0,341913600.0,1590050000.0,24000.0,7372800.0,1597446800.0,1978989200.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,16.17066,64,1034922240.0,0.0,1.9789892,32.001561496872,0.059369676
720p,1280,720,128,128,5,8,256,200.0,os,7191410.0,0.0,39628800,42739200.0,31334400.0,4953600.0,6451200.0,77128800.0,74340000.0,24000.0,2764800.0,39628800.0,250675200.0,39628800.0,45158400.0,335462400.0,74340000.0,24000.0,2764800.0,77128800.0,452220000.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,7.191409999999999,64,460250240.0,0.0,0.45222,3.2520994302,0.0135666
720p,1280,720,128,128,5,8,256,200.0,ws,5580180.0,0.0,39628800,38709780.0,31334400.0,2580.0,7372800.0,41026800.0,33630000.0,24000.0,7372800.0,39628800.0,250675200.0,20640.0,51609600.0,302305440.0,33630000.0,24000.0,7372800.0,41026800.0,382961040.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.5801799999999995,64,357131520.0,0.0,0.38296104,2.1369915361871996,0.0114888312
720p,1280,720,128,128,5,8,256,800.0,is,16138580.0,0.0,39628800,43660800.0,31334400.0,4953600.0,7372800.0,1602908800.0,1595440000.0,96000.0,7372800.0,39628800.0,250675200.0,39628800.0,51609600.0,341913600.0,1595440000.0,96000.0,7372800.0,1602908800.0,1984451200.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,16.13858,64,1032869120.0,0.0,1.9844512,32.026224447296,0.059533536
720p,1280,720,128,128,5,8,256,800.0,os,7154530.0,0.0,39628800,42739200.0,31334400.0,4953600.0,6451200.0,77452800.0,74592000.0,96000.0,2764800.0,39628800.0,250675200.0,39628800.0,45158400.0,335462400.0,74592000.0,96000.0,2764800.0,77452800.0,452544000.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,7.15453,64,457889920.0,0.0,0.452544,3.23773962432,0.01357632
720p,1280,720,128,128,5,8,256,800.0,ws,5548100.0,0.0,39628800,38709780.0,31334400.0,2580.0,7372800.0,41212800.0,33744000.0,96000.0,7372800.0,39628800.0,250675200.0,20640.0,51609600.0,302305440.0,33744000.0,96000.0,7372800.0,41212800.0,383147040.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.5481,64,355078400.0,0.0,0.38314704,2.1257380926239997,0.0114944112
720p,1280,720,128,128,5,8,1024,50.0,is,16724460.0,0.0,39628800,43660800.0,31334400.0,4953600.0,7372800.0,44001800.0,36623000.0,6000.0,7372800.0,39628800.0,250675200.0,39628800.0,51609600.0,341913600.0,36623000.0,6000.0,7372800.0,44001800.0,425544200.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,16.72446,64,1070365440.0,0.0,0.4255442,7.116996951132,0.012766326
720p,1280,720,128,128,5,8,1024,50.0,os,7646710.0,0.0,39628800,42739200.0,31334400.0,4953600.0,6451200.0,39405800.0,36623000.0,18000.0,2764800.0,39628800.0,250675200.0,39628800.0,45158400.0,335462400.0,36623000.0,18000.0,2764800.0,39405800.0,414497000.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,7.646710000000001,64,489389440.0,0.0,0.414497,3.1695383548700002,0.01243491
720p,1280,720,128,128,5,8,1024,50.0,ws,6236860.0,0.0,39628800,38709780.0,31334400.0,2580.0,7372800.0,49157800.0,41767000.0,18000.0,7372800.0,39628800.0,250675200.0,20640.0,51609600.0,302305440.0,41767000.0,18000.0,7372800.0,49157800.0,391092040.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,6.23686,64,399159040.0,0.0,0.39109204,2.4391863005944,0.0117327612
720p,1280,720,128,128,5,8,1024,200.0,is,16277030.0,0.0,39628800,43660800.0,31334400.0,4953600.0,7372800.0,44042800.0,36646000.0,24000.0,7372800.0,39628800.0,250675200.0,39628800.0,51609600.0,341913600.0,36646000.0,24000.0,7372800.0,44042800.0,425585200.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,16.27703,64,1041729920.0,0.0,0.4255852,6.927263067956,0.012767556
720p,1280,720,128,128,5,8,1024,200.0,os,7268380.0,0.0,39628800,42739200.0,31334400.0,4953600.0,6451200.0,39434800.0,36646000.0,24000.0,2764800.0,39628800.0,250675200.0,39628800.0,45158400.0,335462400.0,36646000.0,24000.0,2764800.0,39434800.0,414526000.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,7.26838,64,465176320.0,0.0,0.414526,3.0129324878799997,0.01243578
720p,1280,720,128,128,5,8,1024,200.0,ws,5712290.0,0.0,39628800,38709780.0,31334400.0,2580.0,7372800.0,49190800.0,41794000.0,24000.0,7372800.0,39628800.0,250675200.0,20640.0,51609600.0,302305440.0,41794000.0,24000.0,7372800.0,49190800.0,391125040.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.71229,64,365586560.0,0.0,0.39112504,2.2342196547416,0.0117337512
720p,1280,720,128,128,5,8,1024,800.0,is,16165170.0,0.0,39628800,43660800.0,31334400.0,4953600.0,7372800.0,44212800.0,36744000.0,96000.0,7372800.0,39628800.0,250675200.0,39628800.0,51609600.0,341913600.0,36744000.0,96000.0,7372800.0,44212800.0,425755200.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,16.16517,64,1034570880.0,0.0,0.4257552,6.882405186384,0.012772656
720p,1280,720,128,128,5,8,1024,800.0,os,7173820.0,0.0,39628800,42739200.0,31334400.0,4953600.0,6451200.0,39604800.0,36744000.0,96000.0,2764800.0,39628800.0,250675200.0,39628800.0,45158400.0,335462400.0,36744000.0,96000.0,2764800.0,39604800.0,414696000.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,7.17382,64,459124480.0,0.0,0.414696,2.97495445872,0.01244088
720p,1280,720,128,128,5,8,1024,800.0,ws,5581130.0,0.0,39628800,38709780.0,31334400.0,2580.0,7372800.0,49364800.0,41896000.0,96000.0,7372800.0,39628800.0,250675200.0,20640.0,51609600.0,302305440.0,41896000.0,96000.0,7372800.0,49364800.0,391299040.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.58113,64,357192320.0,0.0,0.39129904,2.1838908111152,0.0117389712
720p,1280,720,128,128,5,8,4096,50.0,is,16902000.0,0.0,39628800,43660800.0,31334400.0,4953600.0,7372800.0,38715800.0,31337000.0,6000.0,7372800.0,39628800.0,250675200.0,39628800.0,51609600.0,341913600.0,31337000.0,6000.0,7372800.0,38715800.0,420258200.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,16.902,64,1081728000.0,0.0,0.4202582,7.103204096400001,0.012607746
720p,1280,720,128,128,5,8,4096,50.0,os,7824250.0,0.0,39628800,42739200.0,31334400.0,4953600.0,6451200.0,34119800.0,31337000.0,18000.0,2764800.0,39628800.0,250675200.0,39628800.0,45158400.0,335462400.0,31337000.0,18000.0,2764800.0,34119800.0,409211000.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,7.824249999999999,64,500752000.0,0.0,0.409211,3.2017691667499997,0.01227633
720p,1280,720,128,128,5,8,4096,50.0,ws,6569540.0,0.0,39628800,38709780.0,31334400.0,2580.0,7372800.0,51628800.0,44238000.0,18000.0,7372800.0,39628800.0,250675200.0,20640.0,51609600.0,302305440.0,44238000.0,18000.0,7372800.0,51628800.0,393563040.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,6.56954,64,420450560.0,0.0,0.39356304,2.5855281338015996,0.0118068912
720p,1280,720,128,128,5,8,4096,200.0,is,16321370.0,0.0,39628800,43660800.0,31334400.0,4953600.0,7372800.0,38738800.0,31342000.0,24000.0,7372800.0,39628800.0,250675200.0,39628800.0,51609600.0,341913600.0,31342000.0,24000.0,7372800.0,38738800.0,420281200.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,16.32137,64,1044567680.0,0.0,0.4202812,6.859564969244001,0.012608436
720p,1280,720,128,128,5,8,4096,200.0,os,7312720.0,0.0,39628800,42739200.0,31334400.0,4953600.0,6451200.0,34130800.0,31342000.0,24000.0,2764800.0,39628800.0,250675200.0,39628800.0,45158400.0,335462400.0,31342000.0,24000.0,2764800.0,34130800.0,409222000.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,7.31272,64,468014080.0,0.0,0.409222,2.99252590384,0.01227666
720p,1280,720,128,128,5,8,4096,200.0,ws,5795420.0,0.0,39628800,38709780.0,31334400.0,2580.0,7372800.0,51644800.0,44248000.0,24000.0,7372800.0,39628800.0,250675200.0,20640.0,51609600.0,302305440.0,44248000.0,24000.0,7372800.0,51644800.0,393579040.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.79542,64,370906880.0,0.0,0.39357904,2.2809558399967997,0.0118073712
720p,1280,720,128,128,5,8,4096,800.0,is,16176210.0,0.0,39628800,43660800.0,31334400.0,4953600.0,7372800.0,38836800.0,31368000.0,96000.0,7372800.0,39628800.0,250675200.0,39628800.0,51609600.0,341913600.0,31368000.0,96000.0,7372800.0,38836800.0,420379200.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,16.17621,64,1035277440.0,0.0,0.4203792,6.800142218832001,0.012611376
720p,1280,720,128,128,5,8,4096,800.0,os,7184860.0,0.0,39628800,42739200.0,31334400.0,4953600.0,6451200.0,34228800.0,31368000.0,96000.0,2764800.0,39628800.0,250675200.0,39628800.0,45158400.0,335462400.0,31368000.0,96000.0,2764800.0,34228800.0,409320000.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,7.1848600000000005,64,459831040.0,0.0,0.40932,2.9409068952000004,0.0122796
720p,1280,720,128,128,5,8,4096,800.0,ws,5601870.0,0.0,39628800,38709780.0,31334400.0,2580.0,7372800.0,51748800.0,44280000.0,96000.0,7372800.0,39628800.0,250675200.0,20640.0,51609600.0,302305440.0,44280000.0,96000.0,7372800.0,51748800.0,393683040.0,0.6192,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.60187,64,358519680.0,0.0,0.39368304,2.2053612112848,0.0118104912
720p,1280,720,128,128,5,16,256,50.0,is,54862220.0,46468100.0,39628800,37497600.0,31334400.0,2476800.0,3686400.0,2623564400.0,2619872000.0,6000.0,3686400.0,39628800.0,250675200.0,19814400.0,25804800.0,296294400.0,2619872000.0,6000.0,3686400.0,2623564400.0,2959487600.0,0.1548,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,54.86222,256,14044728320.0,84.69963483067218,2.9594876,162.364059798472,0.088784628
720p,1280,720,128,128,5,16,256,50.0,os,10302670.0,4691800.0,39628800,40262400.0,31334400.0,2476800.0,6451200.0,426288800.0,423491000.0,33000.0,2764800.0,39628800.0,250675200.0,19814400.0,45158400.0,315648000.0,423491000.0,33000.0,2764800.0,426288800.0,781565600.0,0.1548,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,10.302669999999999,256,2637483520.0,45.53965137192591,0.7815656,8.052212460151999,0.023446968
720p,1280,720,128,128,5,16,256,50.0,ws,2988000.0,0.0,39628800,35023380.0,31334400.0,2580.0,3686400.0,37292400.0,33573000.0,33000.0,3686400.0,39628800.0,250675200.0,20640.0,25804800.0,276500640.0,33573000.0,33000.0,3686400.0,37292400.0,353421840.0,0.1548,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,2.988,256,764928000.0,0.0,0.35342184,1.05602445792,0.0106026552
720p,1280,720,128,128,5,16,256,200.0,is,16321370.0,8088550.0,39628800,37497600.0,31334400.0,2476800.0,3686400.0,2628030400.0,2624320000.0,24000.0,3686400.0,39628800.0,250675200.0,19814400.0,25804800.0,296294400.0,2624320000.0,24000.0,3686400.0,2628030400.0,2963953600.0,0.1548,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,16.32137,256,4178270720.0,49.55803342489019,2.9639536,48.375783368432,0.088918608
720p,1280,720,128,128,5,16,256,200.0,os,5525860.0,62450.0,39628800,40262400.0,31334400.0,2476800.0,6451200.0,427010800.0,424210000.0,36000.0,2764800.0,39628800.0,250675200.0,19814400.0,45158400.0,315648000.0,424210000.0,36000.0,2764800.0,427010800.0,782287600.0,0.1548,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.52586,256,1414620160.0,1.1301408287578765,0.7822876,4.322811757336,0.023468628
720p,1280,720,128,128,5,16,256,200.0,ws,2826700.0,0.0,39628800,35023380.0,31334400.0,2580.0,3686400.0,37352400.0,33630000.0,36000.0,3686400.0,39628800.0,250675200.0,20640.0,25804800.0,276500640.0,33630000.0,36000.0,3686400.0,37352400.0,353481840.0,0.1548,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,2.8267,256,723635200.0,0.0,0.35348184,0.999187117128,0.0106044552
720p,1280,720,128,128,5,16,256,800.0,is,8192460.0,0.0,39628800,37497600.0,31334400.0,2476800.0,3686400.0,2636998400.0,2633216000.0,96000.0,3686400.0,39628800.0,250675200.0,19814400.0,25804800.0,296294400.0,2633216000.0,96000.0,3686400.0,2636998400.0,2972921600.0,0.1548,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,8.19246,256,2097269760.0,0.0,2.9729216,24.355541291136,0.089187648
720p,1280,720,128,128,5,16,256,800.0,os,5426530.0,0.0,39628800,40262400.0,31334400.0,2476800.0,6451200.0,428508800.0,425648000.0,96000.0,2764800.0,39628800.0,250675200.0,19814400.0,45158400.0,315648000.0,425648000.0,96000.0,2764800.0,428508800.0,783785600.0,0.1548,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.42653,256,1389191680.0,0.0,0.7837856,4.253236071968,0.023513568
720p,1280,720,128,128,5,16,256,800.0,ws,2786340.0,0.0,39628800,35023380.0,31334400.0,2580.0,3686400.0,37526400.0,33744000.0,96000.0,3686400.0,39628800.0,250675200.0,20640.0,25804800.0,276500640.0,33744000.0,96000.0,3686400.0,37526400.0,353655840.0,0.1548,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,2.78634,256,713303040.0,0.0,0.35365584,0.9854054132256,0.0106096752
720p,1280,720,128,128,5,16,1024,50.0,is,8701960.0,0.0,39628800,37497600.0,31334400.0,2476800.0,3686400.0,40315400.0,36623000.0,6000.0,3686400.0,39628800.0,250675200.0,19814400.0,25804800.0,296294400.0,36623000.0,6000.0,3686400.0,40315400.0,376238600.0,0.1548,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,8.70196,256,2227701760.0,0.0,0.3762386,3.2740132476559998,0.011287158
720p,1280,720,128,128,5,16,1024,50.0,os,5918710.0,0.0,39628800,40262400.0,31334400.0,2476800.0,6451200.0,39420800.0,36623000.0,33000.0,2764800.0,39628800.0,250675200.0,19814400.0,45158400.0,315648000.0,36623000.0,33000.0,2764800.0,39420800.0,394697600.0,0.1548,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.91871,256,1515189760.0,0.0,0.3946976,2.336100632096,0.011840928
