resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,run_name,spec_hash,simulation_hash,tile_class,tile_out_width,tile_out_height,tile_count,stage,stage_op,stage_m,stage_n,stage_k,stage_macs_per_tile,stage_input_pixels_with_halo,stage_output_pixels,cycles_per_tile,compute_cycles_per_tile,stall_cycles_per_tile,scaled_cycles,scaled_stall_cycles,scaled_macs,scaled_sram_accesses,scaled_sram_ifmap_reads,scaled_sram_filter_reads,scaled_sram_ofmap_writes,scaled_dram_accesses,scaled_dram_ifmap_reads,scaled_dram_filter_reads,scaled_dram_ofmap_writes,overall_util_pct,mapping_efficiency_pct,compute_util_pct,analytical_lower_bound_ms,energy_backend,energy_model,mac_pj,sram_read_pj_per_byte,sram_write_pj_per_byte,dram_read_pj_per_byte,dram_write_pj_per_byte,sram_ifmap_read_pj_per_action,sram_filter_read_pj_per_action,sram_ofmap_write_pj_per_action,dram_ifmap_read_pj_per_action,dram_filter_read_pj_per_action,dram_ofmap_write_pj_per_action,accelergy_architecture,accelergy_action_count,accelergy_output_dir,accelergy_ert,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,energy_total_mj
1080p,1920,1080,128,128,11,8,4096,200.0,is,run_d5a41a458f19,b23765ee429d,d5a41a458f19,full,128,128,120,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,759692.0,753663.0,0.0,91163040.0,0.0,237895680,299089920.0,237895680.0,29736960.0,31457280.0,824273280.0,792792000.0,24000.0,31457280.0,4.11005980126396,94.53125,3.151041666665966,4.5036,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_4096_word_1/outputs/ERT.yaml,237895680.0,1903165440.0,237895680.0,220200960.0,2361262080.0,792792000.0,24000.0,31457280.0,824273280.0,3423431040.0,3.42343104
1080p,1920,1080,128,128,11,8,4096,200.0,is,run_d5a41a458f19,b23765ee429d,d5a41a458f19,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,99368.0,98303.0,0.0,11924160.0,0.0,35389440,29982720.0,17694720.0,4423680.0,7864320.0,25600320.0,17712000.0,24000.0,7864320.0,4.687547684200889,56.25,3.629032258064546,4.5036,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_4096_word_1/outputs/ERT.yaml,35389440.0,141557760.0,35389440.0,55050240.0,231997440.0,17712000.0,24000.0,7864320.0,25600320.0,292987200.0,0.2929872
hires,2048,2048,128,128,11,8,4096,200.0,is,run_d5a41a458f19,728aa1a87551,d5a41a458f19,full,128,128,256,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,759692.0,753663.0,0.0,194481152.0,0.0,507510784,638058496.0,507510784.0,63438848.0,67108864.0,1758449664.0,1691289600.0,51200.0,67108864.0,4.11005980126396,94.53125,3.151041666665966,9.109504,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_4096_word_1/outputs/ERT.yaml,507510784.0,4060086272.0,507510784.0,469762048.0,5037359104.0,1691289600.0,51200.0,67108864.0,1758449664.0,7303319552.0,7.303319552
hires,2048,2048,128,128,11,8,4096,200.0,is,run_d5a41a458f19,728aa1a87551,d5a41a458f19,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,99368.0,98303.0,0.0,25438208.0,0.0,75497472,63963136.0,37748736.0,9437184.0,16777216.0,54614016.0,37785600.0,51200.0,16777216.0,4.687547684200889,56.25,3.629032258064546,9.109504,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_8_sram_4096_word_1/outputs/ERT.yaml,75497472.0,301989888.0,75497472.0,117440512.0,494927872.0,37785600.0,51200.0,16777216.0,54614016.0,625039360.0,0.62503936
1080p,1920,1080,128,128,3,32,256,50.0,os,run_d5cc251c8b70,09f3ea02bade,d5cc251c8b70,bottom_edge,128,56,15,gaussian_k3,gaussian,7168,1,9,64512,7540,7168,17224.0,15903.0,0.0,258360.0,0.0,967680,1320480.0,967680.0,30240.0,322560.0,1879020.0,1767000.0,4500.0,107520.0,0.3961516694963214,3.125,0.3961267605633785,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs/ERT.yaml,967680.0,7741440.0,241920.0,2257920.0,10241280.0,1767000.0,4500.0,107520.0,1879020.0,13087980.0,0.01308798
1080p,1920,1080,128,128,3,32,256,50.0,os,run_d5cc251c8b70,09f3ea02bade,d5cc251c8b70,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,17367.0,15903.0,0.0,260505.0,0.0,1935360,1458240.0,967680.0,60480.0,430080.0,1986540.0,1767000.0,4500.0,215040.0,0.7923033389926429,6.25,0.7922535211267571,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs/ERT.yaml,1935360.0,7741440.0,483840.0,3010560.0,11235840.0,1767000.0,4500.0,215040.0,1986540.0,15157740.0,0.01515774
720p,1280,720,128,128,11,16,256,800.0,ws,run_d5dfc85f12fa,acb83cbecc8b,d5dfc85f12fa,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,82389.0,82287.0,0.0,823890.0,0.0,12390400,13210810.0,12390400.0,1210.0,819200.0,13867200.0,13024000.0,24000.0,819200.0,5.8818525404985,5.908203125,5.8732161926026585,0.5004000000000001,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_256_word_1/outputs/ERT.yaml,12390400.0,99123200.0,9680.0,5734400.0,104867280.0,13024000.0,24000.0,819200.0,13867200.0,131124880.0,0.13112488
720p,1280,720,128,128,11,16,256,800.0,ws,run_d5dfc85f12fa,acb83cbecc8b,d5dfc85f12fa,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,10384.0,10285.0,0.0,103840.0,0.0,1843200,1126580.0,921600.0,180.0,204800.0,1396800.0,1184000.0,8000.0,204800.0,7.0004861448711715,7.03125,6.989612658965148,0.5004000000000001,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_256_word_1/outputs/ERT.yaml,1843200.0,7372800.0,1440.0,1433600.0,8807840.0,1184000.0,8000.0,204800.0,1396800.0,12047840.0,0.01204784
720p,1280,720,128,128,5,32,256,800.0,os,run_d5e3cb5decd8,39e90e3301fa,d5e3cb5decd8,full,128,128,50,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,78652.0,78558.0,34015.0,3932600.0,1700750.0,20480000,23577600.0,20480000.0,640000.0,2457600.0,3091099200.0,3090240000.0,40000.0,819200.0,0.5091779322284172,3.125,0.8979885057471252,0.0387,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs/ERT.yaml,20480000.0,163840000.0,5120000.0,17203200.0,186163200.0,3090240000.0,40000.0,819200.0,3091099200.0,3297742400.0,3.2977424
720p,1280,720,128,128,5,32,256,800.0,os,run_d5e3cb5decd8,39e90e3301fa,d5e3cb5decd8,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,36465.0,36351.0,0.0,1823250.0,0.0,14745600,11110400.0,7372800.0,460800.0,3276800.0,40158400.0,38480000.0,40000.0,1638400.0,0.7922753156721961,6.25,0.7922535211267545,0.0387,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs/ERT.yaml,14745600.0,58982400.0,3686400.0,22937600.0,85606400.0,38480000.0,40000.0,1638400.0,40158400.0,140510400.0,0.1405104
1080p,1920,1080,128,128,5,32,256,800.0,os,run_d5e3cb5decd8,1388016c75a6,d5e3cb5decd8,full,128,128,120,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,78652.0,78558.0,34015.0,9438240.0,4081800.0,49152000,56586240.0,49152000.0,1536000.0,5898240.0,7418638080.0,7416576000.0,96000.0,1966080.0,0.5091779322284172,3.125,0.8979885057471252,0.087075,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs/ERT.yaml,49152000.0,393216000.0,12288000.0,41287680.0,446791680.0,7416576000.0,96000.0,1966080.0,7418638080.0,7914581760.0,7.91458176
1080p,1920,1080,128,128,5,32,256,800.0,os,run_d5e3cb5decd8,1388016c75a6,d5e3cb5decd8,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,36465.0,36351.0,0.0,4375800.0,0.0,35389440,26664960.0,17694720.0,1105920.0,7864320.0,96380160.0,92352000.0,96000.0,3932160.0,0.7922753156721961,6.25,0.7922535211267545,0.087075,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs/ERT.yaml,35389440.0,141557760.0,8847360.0,55050240.0,205455360.0,92352000.0,96000.0,3932160.0,96380160.0,337224960.0,0.33722496
hires,2048,2048,128,128,5,32,256,800.0,os,run_d5e3cb5decd8,4fde804ae74f,d5e3cb5decd8,full,128,128,256,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,78652.0,78558.0,34015.0,20134912.0,8707840.0,104857600,120717312.0,104857600.0,3276800.0,12582912.0,15826427904.0,15822028800.0,204800.0,4194304.0,0.5091779322284172,3.125,0.8979885057471252,0.176128,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs/ERT.yaml,104857600.0,838860800.0,26214400.0,88080384.0,953155584.0,15822028800.0,204800.0,4194304.0,15826427904.0,16884441088.0,16.884441088
hires,2048,2048,128,128,5,32,256,800.0,os,run_d5e3cb5decd8,4fde804ae74f,d5e3cb5decd8,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,36465.0,36351.0,0.0,9335040.0,0.0,75497472,56885248.0,37748736.0,2359296.0,16777216.0,205611008.0,197017600.0,204800.0,8388608.0,0.7922753156721961,6.25,0.7922535211267545,0.176128,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_256_word_1/outputs/ERT.yaml,75497472.0,301989888.0,18874368.0,117440512.0,438304768.0,197017600.0,204800.0,8388608.0,205611008.0,719413248.0,0.719413248
720p,1280,720,128,128,5,16,4096,800.0,is,run_d5f2bf47182e,96e4913b60de,d5f2bf47182e,full,128,128,50,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,96807.0,96255.0,0.0,4840350.0,0.0,20480000,23398400.0,20480000.0,1280000.0,1638400.0,22158400.0,20480000.0,40000.0,1638400.0,1.6622513116201756,78.125,1.2600806451612645,0.1548,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/outputs/ERT.yaml,20480000.0,163840000.0,10240000.0,11468800.0,185548800.0,20480000.0,40000.0,1638400.0,22158400.0,228187200.0,0.2281872
720p,1280,720,128,128,5,16,4096,800.0,is,run_d5f2bf47182e,96e4913b60de,d5f2bf47182e,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,49376.0,49151.0,0.0,2468800.0,0.0,14745600,9932800.0,7372800.0,921600.0,1638400.0,9078400.0,7400000.0,40000.0,1638400.0,2.343797684685968,56.25,1.7857142857142645,0.1548,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/outputs/ERT.yaml,14745600.0,58982400.0,7372800.0,11468800.0,77824000.0,7400000.0,40000.0,1638400.0,9078400.0,101648000.0,0.101648
1080p,1920,1080,128,128,5,16,4096,800.0,is,run_d5f2bf47182e,3c2d8b989327,d5f2bf47182e,full,128,128,120,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,96807.0,96255.0,0.0,11616840.0,0.0,49152000,56156160.0,49152000.0,3072000.0,3932160.0,53180160.0,49152000.0,96000.0,3932160.0,1.6622513116201756,78.125,1.2600806451612645,0.3483,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/outputs/ERT.yaml,49152000.0,393216000.0,24576000.0,27525120.0,445317120.0,49152000.0,96000.0,3932160.0,53180160.0,547649280.0,0.54764928
1080p,1920,1080,128,128,5,16,4096,800.0,is,run_d5f2bf47182e,3c2d8b989327,d5f2bf47182e,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,49376.0,49151.0,0.0,5925120.0,0.0,35389440,23838720.0,17694720.0,2211840.0,3932160.0,21788160.0,17760000.0,96000.0,3932160.0,2.343797684685968,56.25,1.7857142857142645,0.3483,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/outputs/ERT.yaml,35389440.0,141557760.0,17694720.0,27525120.0,186777600.0,17760000.0,96000.0,3932160.0,21788160.0,243955200.0,0.2439552
hires,2048,2048,128,128,5,16,4096,800.0,is,run_d5f2bf47182e,612299bda91f,d5f2bf47182e,full,128,128,256,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,96807.0,96255.0,0.0,24782592.0,0.0,104857600,119799808.0,104857600.0,6553600.0,8388608.0,113451008.0,104857600.0,204800.0,8388608.0,1.6622513116201756,78.125,1.2600806451612645,0.704512,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/outputs/ERT.yaml,104857600.0,838860800.0,52428800.0,58720256.0,950009856.0,104857600.0,204800.0,8388608.0,113451008.0,1168318464.0,1.168318464
hires,2048,2048,128,128,5,16,4096,800.0,is,run_d5f2bf47182e,612299bda91f,d5f2bf47182e,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,49376.0,49151.0,0.0,12640256.0,0.0,75497472,50855936.0,37748736.0,4718592.0,8388608.0,46481408.0,37888000.0,204800.0,8388608.0,2.343797684685968,56.25,1.7857142857142645,0.704512,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_4096_word_1/outputs/ERT.yaml,75497472.0,301989888.0,37748736.0,58720256.0,398458880.0,37888000.0,204800.0,8388608.0,46481408.0,520437760.0,0.52043776
1080p,1920,1080,128,128,7,32,1024,200.0,ws,run_d625d37af8bf,388ebf6b29b9,d625d37af8bf,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,15775.0,14523.0,0.0,236625.0,0.0,5268480,5484255.0,5268480.0,735.0,215040.0,7325040.0,7086000.0,24000.0,215040.0,2.361770983956483,2.392578125,2.351569998628822,0.13567500000000002,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_1024_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_1024_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_1024_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_1024_word_1/outputs/ERT.yaml,5268480.0,42147840.0,5880.0,1505280.0,43659000.0,7086000.0,24000.0,215040.0,7325040.0,56252520.0,0.05625252
1080p,1920,1080,128,128,7,32,1024,200.0,ws,run_d625d37af8bf,388ebf6b29b9,d625d37af8bf,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,8479.0,7261.0,0.0,127185.0,0.0,1935360,1182990.0,967680.0,270.0,215040.0,3662040.0,3441000.0,6000.0,215040.0,1.735298168296378,1.7578125,1.727684080625257,0.13567500000000002,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_1024_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_1024_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_1024_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_32_sram_1024_word_1/outputs/ERT.yaml,1935360.0,7741440.0,2160.0,1505280.0,9248880.0,3441000.0,6000.0,215040.0,3662040.0,14846280.0,0.01484628
720p,1280,720,128,128,7,16,256,50.0,ws,run_d65290071bbb,8218839e28f5,d65290071bbb,full,128,128,50,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,67030.0,65719.0,0.0,3351500.0,0.0,40140800,43420050.0,40140800.0,2450.0,3276800.0,44546800.0,41230000.0,40000.0,3276800.0,4.771831585994918,4.78515625,4.767406506536941,0.2412,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_256_word_1/outputs/ERT.yaml,40140800.0,321126400.0,19600.0,22937600.0,344083600.0,41230000.0,40000.0,3276800.0,44546800.0,428771200.0,0.4287712
720p,1280,720,128,128,7,16,256,50.0,ws,run_d65290071bbb,8218839e28f5,d65290071bbb,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,18262.0,16429.0,0.0,913100.0,0.0,14745600,9012100.0,7372800.0,900.0,1638400.0,10480900.0,8835000.0,7500.0,1638400.0,7.011990991539351,7.03125,7.00516874429918,0.2412,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_256_word_1/outputs/ERT.yaml,14745600.0,58982400.0,7200.0,11468800.0,70458400.0,8835000.0,7500.0,1638400.0,10480900.0,95684900.0,0.0956849
1080p,1920,1080,128,128,7,16,256,50.0,ws,run_d65290071bbb,7a6da1581b39,d65290071bbb,full,128,128,120,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,67030.0,65719.0,0.0,8043600.0,0.0,96337920,104208120.0,96337920.0,5880.0,7864320.0,106912320.0,98952000.0,96000.0,7864320.0,4.771831585994918,4.78515625,4.767406506536941,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,1.0,8.0,7.0,1.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_256_word_1/inputs/architecture.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_256_word_1/inputs/action_count.yaml,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_256_word_1/outputs,outputs/summary_accelergy_plugin/accelergy_plugin/array_16_sram_256_word_1/outputs/ERT.yaml,96337920.0,770703360.0,47040.0,55050240.0,825800640.0,98952000.0,96000.0,7864320.0,106912320.0,1029050880.0,1.02905088
