resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,stage_op,stage_cycles,stage_energy_mj,energy_backend,total_cycles,total_energy_mj,latency_share_pct,energy_share_pct
1080p,1920,1080,128,128,3,32,256,50.0,ws,sobel,2328075.0,0.24283253999999999,accelergy_plugin,4614645.0,0.45040416,50.449709565957946,53.91436437887251
1080p,1920,1080,128,128,3,32,256,100.0,is,gaussian,6256005.0,0.28288050000000003,accelergy_plugin,12597570.0,0.6056778,49.66041069825371,46.704782641860085
1080p,1920,1080,128,128,3,32,256,100.0,is,sobel,6341565.0,0.3227973,accelergy_plugin,12597570.0,0.6056778,50.33958930174629,53.29521735813992
1080p,1920,1080,128,128,3,32,256,100.0,ws,gaussian,2186295.0,0.20757162,accelergy_plugin,4393350.0,0.45040416,49.76373382498549,46.08563562112748
1080p,1920,1080,128,128,3,32,256,100.0,ws,sobel,2207055.0,0.24283253999999999,accelergy_plugin,4393350.0,0.45040416,50.23626617501451,53.91436437887251
1080p,1920,1080,128,128,3,32,256,200.0,is,gaussian,6205935.0,0.283053,accelergy_plugin,12487050.0,0.6060228000000001,49.6989681309837,46.70665856136105
1080p,1920,1080,128,128,3,32,256,200.0,is,sobel,6281115.0,0.32296980000000003,accelergy_plugin,12487050.0,0.6060228000000001,50.3010318690163,53.29334143863894
1080p,1920,1080,128,128,3,32,256,200.0,os,gaussian,4650735.0,0.3121104,accelergy_plugin,9311850.0,0.6641376,49.94426456611737,46.99483962359607
1080p,1920,1080,128,128,3,32,256,200.0,os,sobel,4661115.0,0.3520272,accelergy_plugin,9311850.0,0.6641376,50.05573543388263,53.00516037640393
1080p,1920,1080,128,128,3,32,256,200.0,ws,gaussian,2136225.0,0.20762412,accelergy_plugin,4282830.0,0.45050916,49.87881844481336,46.086547940556855
1080p,1920,1080,128,128,3,32,256,200.0,ws,sobel,2146605.0,0.24288504000000002,accelergy_plugin,4282830.0,0.45050916,50.121181555186645,53.913452059443145
1080p,1920,1080,128,128,3,32,256,800.0,is,gaussian,6168375.0,0.283452,accelergy_plugin,12404085.0,0.6068207999999999,49.72857731948789,46.71098947168588
1080p,1920,1080,128,128,3,32,256,800.0,is,sobel,6235710.0,0.3233688,accelergy_plugin,12404085.0,0.6068207999999999,50.2714226805121,53.28901052831413
1080p,1920,1080,128,128,3,32,256,800.0,os,gaussian,4613175.0,0.3124824,accelergy_plugin,9228885.0,0.6648816,49.986265946536335,46.99820238671066
1080p,1920,1080,128,128,3,32,256,800.0,os,sobel,4615710.0,0.3523992,accelergy_plugin,9228885.0,0.6648816,50.013734053463665,53.00179761328935
1080p,1920,1080,128,128,3,32,256,800.0,ws,gaussian,2098665.0,0.20775612000000002,accelergy_plugin,4199865.0,0.45077316,49.96982045851473,46.08883989454918
1080p,1920,1080,128,128,3,32,256,800.0,ws,sobel,2101200.0,0.24301704,accelergy_plugin,4199865.0,0.45077316,50.03017954148527,53.91116010545082
1080p,1920,1080,128,128,3,32,512,50.0,is,gaussian,6499335.0,0.218463,accelergy_plugin,13104975.0,0.47684954999999996,49.59440975660007,45.813821151765794
1080p,1920,1080,128,128,3,32,512,50.0,is,sobel,6605640.0,0.25838655,accelergy_plugin,13104975.0,0.47684954999999996,50.405590243399935,54.18617884823421
1080p,1920,1080,128,128,3,32,512,50.0,ws,gaussian,2445600.0,0.21463962,accelergy_plugin,4932705.0,0.46454016,49.57928763224235,46.204750090928634
1080p,1920,1080,128,128,3,32,512,50.0,ws,sobel,2487105.0,0.24990054,accelergy_plugin,4932705.0,0.46454016,50.420712367757645,53.79524990907137
1080p,1920,1080,128,128,3,32,512,100.0,is,gaussian,6327540.0,0.2184705,accelergy_plugin,12740640.0,0.4768578,49.664224089213725,45.81460133398259
1080p,1920,1080,128,128,3,32,512,100.0,is,sobel,6413100.0,0.2583873,accelergy_plugin,12740640.0,0.4768578,50.335775910786275,54.18539866601741
1080p,1920,1080,128,128,3,32,512,100.0,ws,gaussian,2265810.0,0.21463962,accelergy_plugin,4552380.0,0.46454016,49.771987399997364,46.204750090928634
1080p,1920,1080,128,128,3,32,512,100.0,ws,sobel,2286570.0,0.24990054,accelergy_plugin,4552380.0,0.46454016,50.228012600002636,53.79524990907137
1080p,1920,1080,128,128,3,32,1024,50.0,is,gaussian,6570615.0,0.207891,accelergy_plugin,13247535.0,0.45570555,49.598774413504096,45.619589228175954
1080p,1920,1080,128,128,3,32,1024,50.0,is,sobel,6676920.0,0.24781455,accelergy_plugin,13247535.0,0.45570555,50.401225586495904,54.38041077182404
1080p,1920,1080,128,128,3,32,1024,50.0,os,gaussian,5015415.0,0.23695515,accelergy_plugin,10072335.0,0.5138271000000001,49.79396535162899,46.11573620776326
1080p,1920,1080,128,128,3,32,1024,50.0,os,sobel,5056920.0,0.27687195000000003,accelergy_plugin,10072335.0,0.5138271000000001,50.20603464837101,53.88426379223672
1080p,1920,1080,128,128,3,32,1024,50.0,ws,gaussian,2762880.0,0.21636761999999998,accelergy_plugin,5567265.0,0.46799616,49.627240664850696,46.232776781758204
1080p,1920,1080,128,128,3,32,1024,50.0,ws,sobel,2804385.0,0.25162854,accelergy_plugin,5567265.0,0.46799616,50.37275933514931,53.76722321824179
1080p,1920,1080,128,128,3,32,1024,100.0,is,gaussian,6363180.0,0.2078985,accelergy_plugin,12811920.0,0.45571380000000006,49.66609220163723,45.62040912520094
1080p,1920,1080,128,128,3,32,1024,100.0,is,sobel,6448740.0,0.24781530000000002,accelergy_plugin,12811920.0,0.45571380000000006,50.33390779836277,54.37959087479904
1080p,1920,1080,128,128,3,32,1024,100.0,ws,gaussian,2424510.0,0.21637362,accelergy_plugin,4869780.0,0.46800815999999995,49.78684868720969,46.232873375541146
1080p,1920,1080,128,128,3,32,1024,100.0,ws,sobel,2445270.0,0.25163453999999996,accelergy_plugin,4869780.0,0.46800815999999995,50.213151312790316,53.76712662445885
1080p,1920,1080,128,128,3,32,1024,200.0,is,gaussian,6259515.0,0.207924,accelergy_plugin,12594210.0,0.45576479999999997,49.70152951237116,45.62089920064033
