resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,stage_op,stage_cycles,stage_energy_mj,energy_backend,total_cycles,total_energy_mj,latency_share_pct,energy_share_pct
1080p,1920,1080,128,128,3,64,4096,200.0,ws,sobel,2720430.0,20.371940468817,accelergy,5430480.0,40.3721874533055,50.09557166217351,50.460333595694316
1080p,1920,1080,128,128,3,64,4096,800.0,os,gaussian,4399800.0,3.85692903948,accelergy,8802135.0,8.09167459236,49.98560008452495,47.66539973223388
1080p,1920,1080,128,128,3,64,4096,800.0,os,sobel,4402335.0,4.23474555288,accelergy,8802135.0,8.09167459236,50.01439991547505,52.33460026776612
1080p,1920,1080,128,128,3,64,4096,800.0,ws,gaussian,2251845.0,20.0093669844885,accelergy,4506225.0,40.390427453305506,49.97187224339664,49.53987428734419
1080p,1920,1080,128,128,3,64,4096,800.0,ws,sobel,2254380.0,20.381060468817,accelergy,4506225.0,40.390427453305506,50.02812775660337,50.4601257126558
1080p,1920,1080,128,128,3,128,256,50.0,os,gaussian,4460880.0,15.498706999694999,accelergy,8963265.0,31.343998621485,49.768471645098074,49.44712762037733
1080p,1920,1080,128,128,3,128,256,50.0,os,sobel,4502385.0,15.845291621789999,accelergy,8963265.0,31.343998621485,50.231528354901926,50.55287237962266
1080p,1920,1080,128,128,3,128,256,50.0,ws,gaussian,2325450.0,4.169842858336125,accelergy,4692405.0,8.685317946528375,49.557742777957145,48.01024998748446
1080p,1920,1080,128,128,3,128,256,50.0,ws,sobel,2366955.0,4.51547508819225,accelergy,4692405.0,8.685317946528375,50.442257222042855,51.989750012515536
1080p,1920,1080,128,128,3,128,256,200.0,os,gaussian,4310535.0,15.524146999694999,accelergy,8631450.0,31.394878621485,49.93987105295171,49.448023631061574
1080p,1920,1080,128,128,3,128,256,200.0,os,sobel,4320915.0,15.870731621789998,accelergy,8631450.0,31.394878621485,50.0601289470483,50.551976368938426
1080p,1920,1080,128,128,3,128,256,200.0,ws,gaussian,2175105.0,4.176082858336125,accelergy,4360590.0,8.697797946528375,49.88097940874973,48.0131049721954
1080p,1920,1080,128,128,3,128,256,200.0,ws,sobel,2185485.0,4.521715088192249,accelergy,4360590.0,8.697797946528375,50.11902059125026,51.98689502780459
1080p,1920,1080,128,128,3,128,256,800.0,os,gaussian,4272975.0,15.583666999695,accelergy,8548485.0,31.513918621484997,49.98517281132271,49.45010865475373
1080p,1920,1080,128,128,3,128,256,800.0,os,sobel,4275510.0,15.93025162179,accelergy,8548485.0,31.513918621484997,50.01482718867729,50.54989134524628
1080p,1920,1080,128,128,3,128,256,800.0,ws,gaussian,2137545.0,4.197202858336125,accelergy,4277625.0,8.740037946528375,49.97036907162269,48.022707498693336
1080p,1920,1080,128,128,3,128,256,800.0,ws,sobel,2140080.0,4.542835088192249,accelergy,4277625.0,8.740037946528375,50.02963092837731,51.97729250130666
1080p,1920,1080,128,128,3,128,1024,50.0,os,gaussian,4675215.0,3.598122652965,accelergy,9391935.0,7.552168566255,49.77903914369083,47.6435691470437
1080p,1920,1080,128,128,3,128,1024,50.0,os,sobel,4716720.0,3.95404591329,accelergy,9391935.0,7.552168566255,50.22096085630916,52.356430852956294
1080p,1920,1080,128,128,3,128,1024,50.0,ws,gaussian,2803755.0,5.6716905346413755,accelergy,5649015.0,11.697811717204125,49.63263507000778,48.48505576731027
