resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,run_name,spec_hash,simulation_hash,tile_class,tile_out_width,tile_out_height,tile_count,stage,stage_op,stage_m,stage_n,stage_k,stage_macs_per_tile,stage_input_pixels_with_halo,stage_output_pixels,cycles_per_tile,compute_cycles_per_tile,stall_cycles_per_tile,scaled_cycles,scaled_stall_cycles,scaled_macs,scaled_sram_accesses,scaled_sram_ifmap_reads,scaled_sram_filter_reads,scaled_sram_ofmap_writes,scaled_dram_accesses,scaled_dram_ifmap_reads,scaled_dram_filter_reads,scaled_dram_ofmap_writes,overall_util_pct,mapping_efficiency_pct,compute_util_pct,analytical_lower_bound_ms,energy_backend,sram_energy_source,sram_energy_table,sram_read_pj_per_byte,sram_write_pj_per_byte,sram_read_pj_per_access,sram_write_pj_per_access,sram_access_bytes,sram_technology_nm,sram_access_time_ns,sram_cycle_time_ns,sram_leakage_mw,sram_area_mm2,dram_read_pj_per_byte,dram_write_pj_per_byte,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,energy_total_mj
720p,1280,720,128,128,11,16,256,50.0,os,run_df27e02c608f,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,41768.0,39935.0,0.0,2088400.0,0.0,14745600,11571200.0,7372800.0,921600.0,3276800.0,39930900.0,38285000.0,7500.0,1638400.0,2.8846876173782396,12.5,2.884615384615348,0.5004000000000001,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,3391488.0,48565186.56,6070648.32,15100641.28,69736476.16,6125600000.0,1200000.0,262144000.0,6388944000.0,6462071964.16,6.46207196416
1080p,1920,1080,128,128,11,16,256,50.0,os,run_df27e02c608f,83c7d61a8b3d,963bf3d92265,full,128,128,120,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,221823.0,220318.0,65695.0,26618760.0,7883400.0,237895680,258662400.0,237895680.0,14868480.0,5898240.0,1196692080.0,1194492000.0,234000.0,1966080.0,3.5149193438575153,6.25,5.008278145695262,1.1259,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,54716006.400000006,1567036686.3360002,97939792.89600001,27181154.303999998,1692157633.536,191118720000.0,37440000.0,314572800.0,191470732800.0,193217606439.936,193.217606439936
1080p,1920,1080,128,128,11,16,256,50.0,os,run_df27e02c608f,83c7d61a8b3d,963bf3d92265,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,41768.0,39935.0,0.0,5012160.0,0.0,35389440,27770880.0,17694720.0,2211840.0,7864320.0,95834160.0,91884000.0,18000.0,3932160.0,2.8846876173782396,12.5,2.884615384615348,1.1259,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,8139571.2,116556447.744,14569555.968,36241539.072,167367542.78399998,14701440000.0,2880000.0,629145600.0,15333465600.0,15508972713.984,15.508972713983999
hires,2048,2048,128,128,11,16,256,50.0,os,run_df27e02c608f,407d55dfe1bd,963bf3d92265,full,128,128,256,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,221823.0,220318.0,65695.0,56786688.0,16817920.0,507510784,551813120.0,507510784.0,31719424.0,12582912.0,2552943104.0,2548249600.0,499200.0,4194304.0,3.5149193438575153,6.25,5.008278145695262,2.277376,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,116727480.32000001,3343011597.5168004,208938224.84480003,57986462.5152,3609936284.8768005,407719936000.0,79872000.0,671088640.0,408470896640.0,412197560405.1968,412.1975604051968
hires,2048,2048,128,128,11,16,256,50.0,os,run_df27e02c608f,407d55dfe1bd,963bf3d92265,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,41768.0,39935.0,0.0,10692608.0,0.0,75497472,59244544.0,37748736.0,4718592.0,16777216.0,204446208.0,196019200.0,38400.0,8388608.0,2.8846876173782396,12.5,2.884615384615348,2.277376,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,17364418.560000002,248653755.1872,31081719.3984,77315283.3536,357050757.93920004,31363072000.0,6144000.0,1342177280.0,32711393280.0,33085808456.4992,33.0858084564992
1080p,1920,1080,128,128,7,8,1024,200.0,os,run_df3bc3b237c0,cf99b7b6de83,df3bc3b237c0,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,57663.0,56447.0,0.0,864945.0,0.0,5268480,6249600.0,5268480.0,658560.0,322560.0,7199520.0,7086000.0,6000.0,107520.0,9.722394458518613,12.5,9.72222222222234,2.1708000000000003,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,1211750.4000000001,54388758.144,6798594.768,2854406.0160000003,64041758.928,1133760000.0,960000.0,17203200.0,1151923200.0,1217176709.328,1.2171767093280002
1080p,1920,1080,128,128,7,8,1024,200.0,os,run_df3bc3b237c0,cf99b7b6de83,df3bc3b237c0,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,21001.0,20607.0,0.0,315015.0,0.0,1935360,1639680.0,967680.0,241920.0,430080.0,1187040.0,969000.0,3000.0,215040.0,9.783083418255933,25.0,9.782608695652106,2.1708000000000003,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,445132.80000000005,9989771.904000001,2497442.9760000003,3805874.688,16293089.568,155040000.0,480000.0,34406400.0,189926400.0,206664622.368,0.206664622368
720p,1280,720,128,128,3,64,256,50.0,ws,run_dff1b71092de,,,bottom_edge,128,80,10,gaussian_k3,gaussian,10240,1,9,92160,10660,10240,11811.0,10429.0,0.0,118110.0,0.0,921600,1024090.0,921600.0,90.0,102400.0,1286400.0,1178000.0,6000.0,102400.0,0.2157445584428037,0.2197265625,0.2144286667302011,0.018432,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,211968.0,6070648.32,592.83675,471895.04,6543136.19675,188480000.0,960000.0,16384000.0,205824000.0,212579104.19675,0.21257910419675
720p,1280,720,128,128,3,64,256,50.0,ws,run_dff1b71092de,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,12016.0,10429.0,0.0,120160.0,0.0,1843200,1126580.0,921600.0,180.0,204800.0,1388800.0,1178000.0,6000.0,204800.0,0.4314891168856074,0.439453125,0.4288573334604022,0.018432,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,423936.0,6070648.32,1185.6735,943790.08,7015624.0735,188480000.0,960000.0,32768000.0,222208000.0,229647560.0735,0.2296475600735
1080p,1920,1080,128,128,3,128,4096,50.0,os,run_e13b67d981f9,9505e8eef2fb,e13b67d981f9,bottom_edge,128,56,15,gaussian_k3,gaussian,7168,1,9,64512,7540,7168,16161.0,14727.0,0.0,242415.0,0.0,967680,1297800.0,967680.0,7560.0,322560.0,1093770.0,968250.0,18000.0,107520.0,0.0267366062334487,0.78125,0.0267347908745246,0.041472,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,222566.40000000002,20404403.712,159409.404,5537702.016,26101515.132,154920000.0,2880000.0,17203200.0,175003200.0,201327281.532,0.201327281532
1080p,1920,1080,128,128,3,128,4096,50.0,os,run_e13b67d981f9,9505e8eef2fb,e13b67d981f9,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,16304.0,14727.0,0.0,244560.0,0.0,1935360,1412880.0,967680.0,15120.0,430080.0,1201290.0,968250.0,18000.0,215040.0,0.0534732124668975,1.5625,0.0534695817490493,0.041472,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,445132.80000000005,20404403.712,318818.808,7383602.687999999,28106825.207999997,154920000.0,2880000.0,34406400.0,192206400.0,220758358.00800002,0.220758358008
720p,1280,720,128,128,5,16,4096,50.0,ws,run_e1dc81f1b978,,,full,128,128,50,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,44000.0,32859.0,0.0,2200000.0,0.0,20480000,22119650.0,20480000.0,1250.0,1638400.0,27873400.0,26215000.0,20000.0,1638400.0,4.8692899966523635,4.8828125,4.86470051687443,0.1548,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,4710400.0,431839232.00000006,26357.375000000004,28128010.24,459993599.61500007,4194400000.0,3200000.0,262144000.0,4459744000.0,4924447999.615,4.9244479996149995
720p,1280,720,128,128,5,16,4096,50.0,ws,run_e1dc81f1b978,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,22327.0,16429.0,0.0,1116350.0,0.0,14745600,9012100.0,7372800.0,900.0,1638400.0,14753400.0,13107500.0,7500.0,1638400.0,7.011990991539351,7.03125,7.00516874429918,0.1548,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,3391488.0,155462123.52,18977.31,28128010.24,183609111.07000002,2097200000.0,1200000.0,262144000.0,2360544000.0,2547544599.07,2.54754459907
1080p,1920,1080,128,128,5,16,4096,50.0,ws,run_e1dc81f1b978,d4b5a5753186,7e0b2429f2f3,full,128,128,120,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,44000.0,32859.0,0.0,5280000.0,0.0,49152000,53087160.0,49152000.0,3000.0,3932160.0,66896160.0,62916000.0,48000.0,3932160.0,4.8692899966523635,4.8828125,4.86470051687443,0.3483,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,11304960.0,1036414156.8000001,63257.700000000004,67507224.57599999,1103984639.0760002,10066560000.0,7680000.0,629145600.0,10703385600.0,11818675199.076,11.818675199076
1080p,1920,1080,128,128,5,16,4096,50.0,ws,run_e1dc81f1b978,d4b5a5753186,7e0b2429f2f3,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,22327.0,16429.0,0.0,2679240.0,0.0,35389440,21629040.0,17694720.0,2160.0,3932160.0,35408160.0,31458000.0,18000.0,3932160.0,7.011990991539351,7.03125,7.00516874429918,0.3483,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,8139571.2,373109096.448,45545.544,67507224.57599999,440661866.568,5033280000.0,2880000.0,629145600.0,5665305600.0,6114107037.768,6.114107037768
hires,2048,2048,128,128,5,16,4096,50.0,ws,run_e1dc81f1b978,ddbfe2c9dc2b,7e0b2429f2f3,full,128,128,256,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,44000.0,32859.0,0.0,11264000.0,0.0,104857600,113252608.0,104857600.0,6400.0,8388608.0,142711808.0,134220800.0,102400.0,8388608.0,4.8692899966523635,4.8828125,4.86470051687443,0.704512,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,24117248.0,2211016867.84,134949.76,144015412.4288,2355167230.0288005,21475328000.0,16384000.0,1342177280.0,22833889280.0,25213173758.0288,25.213173758028802
hires,2048,2048,128,128,5,16,4096,50.0,ws,run_e1dc81f1b978,ddbfe2c9dc2b,7e0b2429f2f3,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,22327.0,16429.0,0.0,5715712.0,0.0,75497472,46141952.0,37748736.0,4608.0,8388608.0,75537408.0,67110400.0,38400.0,8388608.0,7.011990991539351,7.03125,7.00516874429918,0.704512,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,17364418.560000002,795966072.4224001,97163.82720000001,144015412.4288,940078648.6784002,10737664000.0,6144000.0,1342177280.0,12085985280.0,13043428347.2384,13.0434283472384
720p,1280,720,128,128,5,8,4096,800.0,os,run_e1dcd8d842bc,,,full,128,128,50,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,80403.0,79871.0,0.0,4020150.0,0.0,20480000,25497600.0,20480000.0,2560000.0,2457600.0,21339200.0,20480000.0,40000.0,819200.0,8.01292083484619,12.5,8.012820512820443,0.6192,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,4710400.0,431839232.00000006,53979904.00000001,42192015.36,528011151.3600001,3276800000.0,6400000.0,131072000.0,3414272000.0,3946993551.36,3.9469935513600003
720p,1280,720,128,128,5,8,4096,800.0,os,run_e1dcd8d842bc,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,47328.0,47103.0,0.0,2366400.0,0.0,14745600,12492800.0,7372800.0,1843200.0,3276800.0,9078400.0,7400000.0,40000.0,1638400.0,9.782816381122222,25.0,9.782608695652344,0.6192,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,3391488.0,155462123.52,38865530.88,56256020.48,250583674.88,1184000000.0,6400000.0,262144000.0,1452544000.0,1706519162.88,1.70651916288
1080p,1920,1080,128,128,5,8,4096,800.0,os,run_e1dcd8d842bc,d1efff8e24c2,ec95be989c28,full,128,128,120,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,80403.0,79871.0,0.0,9648360.0,0.0,49152000,61194240.0,49152000.0,6144000.0,5898240.0,51214080.0,49152000.0,96000.0,1966080.0,8.01292083484619,12.5,8.012820512820443,1.3932,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,11304960.0,1036414156.8000001,129551769.60000001,101260836.864,1267226763.2640002,7864320000.0,15360000.0,314572800.0,8194252800.0,9472784523.264,9.472784523264
1080p,1920,1080,128,128,5,8,4096,800.0,os,run_e1dcd8d842bc,d1efff8e24c2,ec95be989c28,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,47328.0,47103.0,0.0,5679360.0,0.0,35389440,29982720.0,17694720.0,4423680.0,7864320.0,21788160.0,17760000.0,96000.0,3932160.0,9.782816381122222,25.0,9.782608695652344,1.3932,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,8139571.2,373109096.448,93277274.112,135014449.15199998,601400819.712,2841600000.0,15360000.0,629145600.0,3486105600.0,4095645990.9119997,4.095645990912
hires,2048,2048,128,128,5,8,4096,800.0,os,run_e1dcd8d842bc,0d1a03c1f97a,ec95be989c28,full,128,128,256,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,80403.0,79871.0,0.0,20583168.0,0.0,104857600,130547712.0,104857600.0,13107200.0,12582912.0,109256704.0,104857600.0,204800.0,4194304.0,8.01292083484619,12.5,8.012820512820443,2.818048,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,24117248.0,2211016867.84,276377108.48,216023118.64319998,2703417094.9632,16777216000.0,32768000.0,671088640.0,17481072640.0,20208606982.9632,20.2086069829632
hires,2048,2048,128,128,5,8,4096,800.0,os,run_e1dcd8d842bc,0d1a03c1f97a,ec95be989c28,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,47328.0,47103.0,0.0,12115968.0,0.0,75497472,63963136.0,37748736.0,9437184.0,16777216.0,46481408.0,37888000.0,204800.0,8388608.0,9.782816381122222,25.0,9.782608695652344,2.818048,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,17364418.560000002,795966072.4224001,198991518.10560003,288030824.8576,1282988415.3856,6062080000.0,32768000.0,1342177280.0,7437025280.0,8737378113.9456,8.737378113945601
1080p,1920,1080,128,128,11,64,1024,50.0,ws,run_e1f57bb47d27,2a7066fd1862,e1f57bb47d27,bottom_edge,128,56,15,gaussian_k11,gaussian,7168,1,121,867328,9108,7168,22526.0,17519.0,2804.0,337890.0,42060.0,13009920,13226775.0,13009920.0,1815.0,215040.0,14494290.0,14163000.0,116250.0,215040.0,1.2086877104857583,1.47705078125,1.42669451556394,0.07036875,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,2992281.6,134306933.37600002,18737.016375,1902937.344,136228607.73637503,2266080000.0,18600000.0,34406400.0,2319086400.0,2458307289.336375,2.4583072893363753
1080p,1920,1080,128,128,11,64,1024,50.0,ws,run_e1f57bb47d27,2a7066fd1862,e1f57bb47d27,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,12364.0,7357.0,0.0,185460.0,0.0,1935360,1182990.0,967680.0,270.0,215040.0,3764790.0,3540750.0,9000.0,215040.0,0.4281636536631779,0.439453125,0.4244710955396847,0.07036875,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,445132.80000000005,9989771.904000001,2787.32475,1902937.344,11895496.572750002,566520000.0,1440000.0,34406400.0,602366400.0,614707029.37275,0.61470702937275
720p,1280,720,128,128,7,64,256,800.0,os,run_e1fb9d6b6253,,,full,128,128,50,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,44893.0,44799.0,0.0,2244650.0,0.0,40140800,43225600.0,40140800.0,627200.0,2457600.0,1495779200.0,1494800000.0,160000.0,819200.0,0.4375097658429875,1.5625,0.4375000000000013,0.015075,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,9232384.0,264410460.16000003,4131413.4400000004,11325480.959999999,279867354.56,239168000000.0,25600000.0,131072000.0,239324672000.0,239613771738.56,239.61377173856
720p,1280,720,128,128,7,64,256,800.0,os,run_e1fb9d6b6253,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,34673.0,34559.0,0.0,1733650.0,0.0,14745600,10880000.0,7372800.0,230400.0,3276800.0,40158400.0,38480000.0,40000.0,1638400.0,0.2083393616713446,3.125,0.2083333333333328,0.015075,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,3391488.0,48565186.56,1517662.08,15100641.28,65183489.92,6156800000.0,6400000.0,262144000.0,6425344000.0,6493918977.92,6.49391897792
1080p,1920,1080,128,128,7,64,256,800.0,os,run_e1fb9d6b6253,5af03dbaa602,bcb89af15a81,full,128,128,120,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,44893.0,44799.0,0.0,5387160.0,0.0,96337920,103741440.0,96337920.0,1505280.0,5898240.0,3589870080.0,3587520000.0,384000.0,1966080.0,0.4375097658429875,1.5625,0.4375000000000013,0.033918750000000004,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,22157721.6,634585104.3840001,9915392.256000001,27181154.303999998,671681650.9440001,574003200000.0,61440000.0,314572800.0,574379212800.0,575073052172.544,575.073052172544
1080p,1920,1080,128,128,7,64,256,800.0,os,run_e1fb9d6b6253,5af03dbaa602,bcb89af15a81,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,34673.0,34559.0,0.0,4160760.0,0.0,35389440,26112000.0,17694720.0,552960.0,7864320.0,96380160.0,92352000.0,96000.0,3932160.0,0.2083393616713446,3.125,0.2083333333333328,0.033918750000000004,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,8139571.2,116556447.744,3642388.992,36241539.072,156440375.808,14776320000.0,15360000.0,629145600.0,15420825600.0,15585405547.008,15.585405547008
hires,2048,2048,128,128,7,64,256,800.0,os,run_e1fb9d6b6253,758a78db123f,bcb89af15a81,full,128,128,256,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,44893.0,44799.0,0.0,11492608.0,0.0,205520896,221315072.0,205520896.0,3211264.0,12582912.0,7658389504.0,7653376000.0,819200.0,4194304.0,0.4375097658429875,1.5625,0.4375000000000013,0.068608,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,47269806.080000006,1353781556.0192,21152836.8128,57986462.5152,1432920855.3472,1224540160000.0,131072000.0,671088640.0,1225342320640.0,1226822511301.4272,1226.8225113014273
hires,2048,2048,128,128,7,64,256,800.0,os,run_e1fb9d6b6253,758a78db123f,bcb89af15a81,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,34673.0,34559.0,0.0,8876288.0,0.0,75497472,55705600.0,37748736.0,1179648.0,16777216.0,205611008.0,197017600.0,204800.0,8388608.0,0.2083393616713446,3.125,0.2083333333333328,0.068608,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,17364418.560000002,248653755.1872,7770429.8496,77315283.3536,333739468.3904,31522816000.0,32768000.0,1342177280.0,32897761280.0,33248865166.9504,33.2488651669504
720p,1280,720,128,128,5,16,256,200.0,ws,run_e2077634fbc4,,,bottom_edge,128,80,10,gaussian_k5,gaussian,10240,1,25,256000,11088,10240,20968.0,20571.0,0.0,209680.0,0.0,2560000,2765050.0,2560000.0,250.0,204800.0,3158800.0,2950000.0,4000.0,204800.0,4.861212386369161,4.8828125,4.853897679836909,0.1548,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,588800.0,16862912.0,1646.7687500000002,943790.08,17808348.84875,472000000.0,640000.0,32768000.0,505408000.0,523805148.84875,0.52380514884875
720p,1280,720,128,128,5,16,256,200.0,ws,run_e2077634fbc4,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,10682.0,10285.0,0.0,106820.0,0.0,1843200,1126580.0,921600.0,180.0,204800.0,1386800.0,1180000.0,2000.0,204800.0,7.0004861448711715,7.03125,6.989612658965148,0.1548,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,423936.0,6070648.32,1185.6735,943790.08,7015624.0735,188800000.0,320000.0,32768000.0,221888000.0,229327560.0735,0.2293275600735
720p,1280,720,128,128,3,128,256,200.0,ws,run_e28534cbdc85,,,bottom_edge,128,80,10,gaussian_k3,gaussian,10240,1,9,92160,10660,10240,10967.0,10621.0,0.0,109670.0,0.0,921600,1024090.0,921600.0,90.0,102400.0,1294400.0,1180000.0,12000.0,102400.0,0.0529611147726202,0.054931640625,0.052330449344125,0.004608,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,211968.0,6070648.32,592.83675,471895.04,6543136.19675,188800000.0,1920000.0,16384000.0,207104000.0,213859104.19675,0.21385910419674997
720p,1280,720,128,128,3,128,256,200.0,ws,run_e28534cbdc85,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,11018.0,10621.0,0.0,110180.0,0.0,1843200,1126580.0,921600.0,180.0,204800.0,1396800.0,1180000.0,12000.0,204800.0,0.1059222295452405,0.10986328125,0.10466089868825,0.004608,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,26.348300000000002,18.4334,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,423936.0,6070648.32,1185.6735,943790.08,7015624.0735,188800000.0,1920000.0,32768000.0,223488000.0,230927560.0735,0.23092756007350002
720p,1280,720,128,128,11,32,1024,800.0,ws,run_e28571d2990e,,,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,41682.0,41335.0,0.0,416820.0,0.0,12390400,12801210.0,12390400.0,1210.0,409600.0,14657600.0,14208000.0,40000.0,409600.0,2.927301318495222,2.9541015625,2.918475639170285,0.12510000000000002,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,2849792.0,127911365.12,12491.34425,3624642.56,131548499.02425,2273280000.0,6400000.0,65536000.0,2345216000.0,2479614291.02425,2.4796142910242502
720p,1280,720,128,128,11,32,1024,800.0,ws,run_e28571d2990e,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,10654.0,10333.0,0.0,106540.0,0.0,1843200,1126580.0,921600.0,180.0,204800.0,2580800.0,2368000.0,8000.0,204800.0,1.741991677150876,1.7578125,1.7366136034732274,0.12510000000000002,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,41.2937,35.3969,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,423936.0,9514068.48,1858.2165,1812321.28,11328247.976499999,378880000.0,1280000.0,32768000.0,412928000.0,424680183.9765,0.4246801839765
720p,1280,720,128,128,11,64,4096,50.0,ws,run_e2dfa93e6afe,,,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,46727.0,27445.0,6586.0,467270.0,65860.0,12390400,12596410.0,12390400.0,1210.0,204800.0,19155300.0,18873000.0,77500.0,204800.0,1.1022044088176353,1.47705078125,1.4414371485752406,0.031275000000000004,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,84.34360000000001,68.6719,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,2849792.0,261262735.36,25513.939000000002,3516001.28,264804250.57900003,3019680000.0,12400000.0,32768000.0,3064848000.0,3332502042.579,3.332502042579
