resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,total_cycles,total_stall_cycles,total_macs,total_sram_accesses,total_sram_ifmap_reads,total_sram_filter_reads,total_sram_ofmap_writes,total_dram_accesses,total_dram_ifmap_reads,total_dram_filter_reads,total_dram_ofmap_writes,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,analytical_lower_bound_ms,energy_backend,latency_ms,stall_pct,energy_total_mj,edp_mj_ms,average_power_w_at_30fps,deadline_ms,feasible,average_power_w_at_deadline_fps
1080p,1920,1080,128,128,7,32,4096,200.0,os,12425760.0,0.0,138931200,139125600.0,120268800.0,4341600.0,14515200.0,126802800.0,120312000.0,270000.0,6220800.0,27786240.0,601344000.0,21708000.0,72576000.0,695628000.0,12031200000.0,27000000.0,622080000.0,12680280000.0,13403694240.0,0.13567500000000002,accelergy,12.425759999999999,0.0,13.40369424,166.55108773962237,0.4021108272,33,True,0.40617255272727276
1080p,1920,1080,128,128,7,32,4096,50.0,os,14323185.0,0.0,138931200,139125600.0,120268800.0,4341600.0,14515200.0,126756300.0,120279000.0,256500.0,6220800.0,27786240.0,601344000.0,21708000.0,72576000.0,695628000.0,12027900000.0,25650000.0,622080000.0,12675630000.0,13399044240.0,0.13567500000000002,accelergy,14.323185,0.0,13.39904424,191.91698947270442,0.4019713272,33,True,0.4060316436363636
1080p,1920,1080,128,128,7,64,256,800.0,ws,4225785.0,0.0,138931200,126498645.0,120268800.0,9045.0,6220800.0,134632800.0,127872000.0,540000.0,6220800.0,27786240.0,601344000.0,45225.0,31104000.0,632493225.0,12787200000.0,54000000.0,622080000.0,13463280000.0,14123559465.0,0.033918750000000004,accelergy,4.225785,0.0,14.123559465,59.68312573380503,0.42370678395,100,True,0.14123559465
1080p,1920,1080,128,128,7,64,256,200.0,ws,4308750.0,0.0,138931200,126498645.0,120268800.0,9045.0,6220800.0,134173800.0,127440000.0,513000.0,6220800.0,27786240.0,601344000.0,45225.0,31104000.0,632493225.0,12744000000.0,51300000.0,622080000.0,13417380000.0,14077659465.0,0.033918750000000004,accelergy,4.30875,0.0,14.077659465,60.65711521981875,0.42232978395,100,True,0.14077659465
1080p,1920,1080,128,128,7,64,256,50.0,ws,4640565.0,0.0,138931200,126498645.0,120268800.0,9045.0,6220800.0,133951050.0,127224000.0,506250.0,6220800.0,27786240.0,601344000.0,45225.0,31104000.0,632493225.0,12722400000.0,50625000.0,622080000.0,13395105000.0,14055384465.0,0.041472,accelergy,4.6405650000000005,0.0,14.055384465,65.22492520982273,0.42166153395,100,True,0.14055384465
1080p,1920,1080,128,128,7,128,4096,800.0,os,9327000.0,0.0,138931200,135869400.0,120268800.0,1085400.0,14515200.0,127696800.0,120396000.0,1080000.0,6220800.0,27786240.0,601344000.0,5427000.0,72576000.0,679347000.0,12039600000.0,108000000.0,622080000.0,12769680000.0,13476813240.0,0.008479687500000001,accelergy,9.327,0.0,13.47681324,125.69823708948,0.4043043972,100,True,0.1347681324
1080p,1920,1080,128,128,7,128,4096,200.0,os,9801360.0,0.0,138931200,135869400.0,120268800.0,1085400.0,14515200.0,127558800.0,120312000.0,1026000.0,6220800.0,27786240.0,601344000.0,5427000.0,72576000.0,679347000.0,12031200000.0,102600000.0,622080000.0,12755880000.0,13463013240.0,0.010368,accelergy,9.80136,0.0,13.46301324,131.9558394500064,0.4038903972,100,True,0.1346301324
1080p,1920,1080,128,128,7,64,4096,800.0,os,10201800.0,0.0,138931200,136954800.0,120268800.0,2170800.0,14515200.0,127156800.0,120396000.0,540000.0,6220800.0,27786240.0,601344000.0,10854000.0,72576000.0,684774000.0,12039600000.0,54000000.0,622080000.0,12715680000.0,13428240240.0,0.033918750000000004,accelergy,10.2018,0.0,13.42824024,136.992221280432,0.4028472072,100,True,0.1342824024
1080p,1920,1080,128,128,7,64,4096,200.0,os,10676160.0,0.0,138931200,136954800.0,120268800.0,2170800.0,14515200.0,127045800.0,120312000.0,513000.0,6220800.0,27786240.0,601344000.0,10854000.0,72576000.0,684774000.0,12031200000.0,51300000.0,622080000.0,12704580000.0,13417140240.0,0.033918750000000004,accelergy,10.676160000000001,0.0,13.41714024,143.24353594467843,0.4025142072,100,True,0.1341714024
1080p,1920,1080,128,128,7,32,4096,200.0,os,12425760.0,0.0,138931200,139125600.0,120268800.0,4341600.0,14515200.0,126802800.0,120312000.0,270000.0,6220800.0,27786240.0,601344000.0,21708000.0,72576000.0,695628000.0,12031200000.0,27000000.0,622080000.0,12680280000.0,13403694240.0,0.13567500000000002,accelergy,12.425759999999999,0.0,13.40369424,166.55108773962237,0.4021108272,100,True,0.1340369424
1080p,1920,1080,128,128,7,32,4096,50.0,os,14323185.0,0.0,138931200,139125600.0,120268800.0,4341600.0,14515200.0,126756300.0,120279000.0,256500.0,6220800.0,27786240.0,601344000.0,21708000.0,72576000.0,695628000.0,12027900000.0,25650000.0,622080000.0,12675630000.0,13399044240.0,0.13567500000000002,accelergy,14.323185,0.0,13.39904424,191.91698947270442,0.4019713272,100,True,0.1339904424
1080p,1920,1080,128,128,7,64,256,800.0,ws,4225785.0,0.0,138931200,126498645.0,120268800.0,9045.0,6220800.0,134632800.0,127872000.0,540000.0,6220800.0,27786240.0,601344000.0,45225.0,31104000.0,632493225.0,12787200000.0,54000000.0,622080000.0,13463280000.0,14123559465.0,0.033918750000000004,accelergy,4.225785,0.0,14.123559465,59.68312573380503,0.42370678395,200,True,0.070617797325
1080p,1920,1080,128,128,7,64,256,200.0,ws,4308750.0,0.0,138931200,126498645.0,120268800.0,9045.0,6220800.0,134173800.0,127440000.0,513000.0,6220800.0,27786240.0,601344000.0,45225.0,31104000.0,632493225.0,12744000000.0,51300000.0,622080000.0,13417380000.0,14077659465.0,0.033918750000000004,accelergy,4.30875,0.0,14.077659465,60.65711521981875,0.42232978395,200,True,0.070388297325
1080p,1920,1080,128,128,7,64,256,50.0,ws,4640565.0,0.0,138931200,126498645.0,120268800.0,9045.0,6220800.0,133951050.0,127224000.0,506250.0,6220800.0,27786240.0,601344000.0,45225.0,31104000.0,632493225.0,12722400000.0,50625000.0,622080000.0,13395105000.0,14055384465.0,0.041472,accelergy,4.6405650000000005,0.0,14.055384465,65.22492520982273,0.42166153395,200,True,0.070276922325
1080p,1920,1080,128,128,7,128,4096,800.0,os,9327000.0,0.0,138931200,135869400.0,120268800.0,1085400.0,14515200.0,127696800.0,120396000.0,1080000.0,6220800.0,27786240.0,601344000.0,5427000.0,72576000.0,679347000.0,12039600000.0,108000000.0,622080000.0,12769680000.0,13476813240.0,0.008479687500000001,accelergy,9.327,0.0,13.47681324,125.69823708948,0.4043043972,200,True,0.0673840662
1080p,1920,1080,128,128,7,128,4096,200.0,os,9801360.0,0.0,138931200,135869400.0,120268800.0,1085400.0,14515200.0,127558800.0,120312000.0,1026000.0,6220800.0,27786240.0,601344000.0,5427000.0,72576000.0,679347000.0,12031200000.0,102600000.0,622080000.0,12755880000.0,13463013240.0,0.010368,accelergy,9.80136,0.0,13.46301324,131.9558394500064,0.4038903972,200,True,0.0673150662
1080p,1920,1080,128,128,7,64,4096,800.0,os,10201800.0,0.0,138931200,136954800.0,120268800.0,2170800.0,14515200.0,127156800.0,120396000.0,540000.0,6220800.0,27786240.0,601344000.0,10854000.0,72576000.0,684774000.0,12039600000.0,54000000.0,622080000.0,12715680000.0,13428240240.0,0.033918750000000004,accelergy,10.2018,0.0,13.42824024,136.992221280432,0.4028472072,200,True,0.0671412012
1080p,1920,1080,128,128,7,64,4096,200.0,os,10676160.0,0.0,138931200,136954800.0,120268800.0,2170800.0,14515200.0,127045800.0,120312000.0,513000.0,6220800.0,27786240.0,601344000.0,10854000.0,72576000.0,684774000.0,12031200000.0,51300000.0,622080000.0,12704580000.0,13417140240.0,0.033918750000000004,accelergy,10.676160000000001,0.0,13.41714024,143.24353594467843,0.4025142072,200,True,0.0670857012
1080p,1920,1080,128,128,7,32,4096,200.0,os,12425760.0,0.0,138931200,139125600.0,120268800.0,4341600.0,14515200.0,126802800.0,120312000.0,270000.0,6220800.0,27786240.0,601344000.0,21708000.0,72576000.0,695628000.0,12031200000.0,27000000.0,622080000.0,12680280000.0,13403694240.0,0.13567500000000002,accelergy,12.425759999999999,0.0,13.40369424,166.55108773962237,0.4021108272,200,True,0.0670184712
1080p,1920,1080,128,128,7,32,4096,50.0,os,14323185.0,0.0,138931200,139125600.0,120268800.0,4341600.0,14515200.0,126756300.0,120279000.0,256500.0,6220800.0,27786240.0,601344000.0,21708000.0,72576000.0,695628000.0,12027900000.0,25650000.0,622080000.0,12675630000.0,13399044240.0,0.13567500000000002,accelergy,14.323185,0.0,13.39904424,191.91698947270442,0.4019713272,200,True,0.0669952212
1080p,1920,1080,128,128,11,128,256,800.0,ws,4277625.0,0.0,288230400,275807565.0,269568000.0,18765.0,6220800.0,286216800.0,277944000.0,2052000.0,6220800.0,57646080.0,1347840000.0,93825.0,31104000.0,1379037825.0,27794400000.0,205200000.0,622080000.0,28621680000.0,30058363905.0,0.0175921875,accelergy,4.2776250000000005,0.0,30.058363905,128.57840889912563,0.90175091715,33,True,0.9108595122727273
1080p,1920,1080,128,128,11,128,256,200.0,ws,4360590.0,0.0,288230400,275807565.0,269568000.0,18765.0,6220800.0,285196800.0,277005000.0,1971000.0,6220800.0,57646080.0,1347840000.0,93825.0,31104000.0,1379037825.0,27700500000.0,197100000.0,622080000.0,28519680000.0,29956363905.0,0.0175921875,accelergy,4.36059,0.0,29.956363905,130.62742088050396,0.89869091715,33,True,0.9077686031818183
1080p,1920,1080,128,128,11,128,256,50.0,ws,7616715.0,2924310.0,288230400,275807565.0,269568000.0,18765.0,6220800.0,284720550.0,276535500.0,1964250.0,6220800.0,57646080.0,1347840000.0,93825.0,31104000.0,1379037825.0,27653550000.0,196425000.0,622080000.0,28472055000.0,29908738905.0,0.041472,accelergy,7.616714999999999,38.39332310582712,29.908738905,227.80634024879706,0.89726216715,33,True,0.9063254213636364
1080p,1920,1080,128,128,11,128,256,800.0,ws,4277625.0,0.0,288230400,275807565.0,269568000.0,18765.0,6220800.0,286216800.0,277944000.0,2052000.0,6220800.0,57646080.0,1347840000.0,93825.0,31104000.0,1379037825.0,27794400000.0,205200000.0,622080000.0,28621680000.0,30058363905.0,0.0175921875,accelergy,4.2776250000000005,0.0,30.058363905,128.57840889912563,0.90175091715,100,True,0.30058363905
1080p,1920,1080,128,128,11,128,256,200.0,ws,4360590.0,0.0,288230400,275807565.0,269568000.0,18765.0,6220800.0,285196800.0,277005000.0,1971000.0,6220800.0,57646080.0,1347840000.0,93825.0,31104000.0,1379037825.0,27700500000.0,197100000.0,622080000.0,28519680000.0,29956363905.0,0.0175921875,accelergy,4.36059,0.0,29.956363905,130.62742088050396,0.89869091715,100,True,0.29956363905
1080p,1920,1080,128,128,11,128,256,50.0,ws,7616715.0,2924310.0,288230400,275807565.0,269568000.0,18765.0,6220800.0,284720550.0,276535500.0,1964250.0,6220800.0,57646080.0,1347840000.0,93825.0,31104000.0,1379037825.0,27653550000.0,196425000.0,622080000.0,28472055000.0,29908738905.0,0.041472,accelergy,7.616714999999999,38.39332310582712,29.908738905,227.80634024879706,0.89726216715,100,True,0.29908738905
1080p,1920,1080,128,128,11,128,256,800.0,ws,4277625.0,0.0,288230400,275807565.0,269568000.0,18765.0,6220800.0,286216800.0,277944000.0,2052000.0,6220800.0,57646080.0,1347840000.0,93825.0,31104000.0,1379037825.0,27794400000.0,205200000.0,622080000.0,28621680000.0,30058363905.0,0.0175921875,accelergy,4.2776250000000005,0.0,30.058363905,128.57840889912563,0.90175091715,200,True,0.150291819525
1080p,1920,1080,128,128,11,128,256,200.0,ws,4360590.0,0.0,288230400,275807565.0,269568000.0,18765.0,6220800.0,285196800.0,277005000.0,1971000.0,6220800.0,57646080.0,1347840000.0,93825.0,31104000.0,1379037825.0,27700500000.0,197100000.0,622080000.0,28519680000.0,29956363905.0,0.0175921875,accelergy,4.36059,0.0,29.956363905,130.62742088050396,0.89869091715,200,True,0.149781819525
1080p,1920,1080,128,128,11,128,256,50.0,ws,7616715.0,2924310.0,288230400,275807565.0,269568000.0,18765.0,6220800.0,284720550.0,276535500.0,1964250.0,6220800.0,57646080.0,1347840000.0,93825.0,31104000.0,1379037825.0,27653550000.0,196425000.0,622080000.0,28472055000.0,29908738905.0,0.041472,accelergy,7.616714999999999,38.39332310582712,29.908738905,227.80634024879706,0.89726216715,200,True,0.149543694525
720p,1280,720,128,128,3,16,256,800.0,ws,1860850.0,0.0,24883200,19355220.0,16588800.0,1620.0,2764800.0,22988800.0,20128000.0,96000.0,2764800.0,4976640.0,82944000.0,8100.0,13824000.0,96776100.0,2012800000.0,9600000.0,276480000.0,2298880000.0,2400632740.0,0.09720000000000001,accelergy,1.8608500000000001,0.0,2.40063274,4.467217434229,0.0720189822,33,True,0.07274644666666667
720p,1280,720,128,128,3,16,256,200.0,ws,1897730.0,0.0,24883200,19355220.0,16588800.0,1620.0,2764800.0,22848800.0,20060000.0,24000.0,2764800.0,4976640.0,82944000.0,8100.0,13824000.0,96776100.0,2006000000.0,2400000.0,276480000.0,2284880000.0,2386632740.0,0.09720000000000001,accelergy,1.8977300000000001,0.0,2.38663274,4.529184549680201,0.0715989822,33,True,0.07232220424242423
720p,1280,720,128,128,3,16,256,50.0,ws,2045190.0,0.0,24883200,19355220.0,16588800.0,1620.0,2764800.0,22808800.0,20026000.0,18000.0,2764800.0,4976640.0,82944000.0,8100.0,13824000.0,96776100.0,2002600000.0,1800000.0,276480000.0,2280880000.0,2382632740.0,0.09720000000000001,accelergy,2.0451900000000003,0.0,2.38263274,4.8729366535206005,0.0714789822,33,True,0.07220099212121213
720p,1280,720,128,128,3,128,1024,800.0,os,3811270.0,0.0,24883200,23234400.0,16588800.0,194400.0,6451200.0,19612800.0,16656000.0,192000.0,2764800.0,4976640.0,82944000.0,972000.0,32256000.0,116172000.0,1665600000.0,19200000.0,276480000.0,1961280000.0,2082428640.0,0.0015187500000000001,accelergy,3.81127,0.0,2.08242864,7.936697802772799,0.0624728592,33,True,0.06310389818181818
720p,1280,720,128,128,3,128,1024,200.0,os,3883830.0,0.0,24883200,23234400.0,16588800.0,194400.0,6451200.0,19512800.0,16604000.0,144000.0,2764800.0,4976640.0,82944000.0,972000.0,32256000.0,116172000.0,1660400000.0,14400000.0,276480000.0,1951280000.0,2072428640.0,0.004608,accelergy,3.88383,0.0,2.07242864,8.0489605248912,0.0621728592,33,True,0.06280086787878789
720p,1280,720,128,128,3,64,1024,200.0,os,3984630.0,0.0,24883200,23428800.0,16588800.0,388800.0,6451200.0,19440800.0,16604000.0,72000.0,2764800.0,4976640.0,82944000.0,1944000.0,32256000.0,117144000.0,1660400000.0,7200000.0,276480000.0,1944080000.0,2066200640.0,0.0060750000000000005,accelergy,3.98463,0.0,2.06620064,8.2330450561632,0.0619860192,33,True,0.0626121406060606
720p,1280,720,128,128,3,32,1024,200.0,os,4186230.0,0.0,24883200,23817600.0,16588800.0,777600.0,6451200.0,19416800.0,16604000.0,48000.0,2764800.0,4976640.0,82944000.0,3888000.0,32256000.0,119088000.0,1660400000.0,4800000.0,276480000.0,1941680000.0,2065744640.0,0.024300000000000002,accelergy,4.18623,0.0,2.06574464,8.6476821843072,0.0619723392,33,True,0.06259832242424243
720p,1280,720,128,128,3,64,1024,50.0,os,4274990.0,0.0,24883200,23428800.0,16588800.0,388800.0,6451200.0,19430800.0,16594000.0,72000.0,2764800.0,4976640.0,82944000.0,1944000.0,32256000.0,117144000.0,1659400000.0,7200000.0,276480000.0,1943080000.0,2065200640.0,0.018432,accelergy,4.27499,0.0,2.06520064,8.828712083993599,0.0619560192,33,True,0.06258183757575758
720p,1280,720,128,128,3,32,1024,50.0,os,4476590.0,0.0,24883200,23817600.0,16588800.0,777600.0,6451200.0,19394800.0,16594000.0,36000.0,2764800.0,4976640.0,82944000.0,3888000.0,32256000.0,119088000.0,1659400000.0,3600000.0,276480000.0,1939480000.0,2063544640.0,0.024300000000000002,accelergy,4.47659,0.0,2.06354464,9.237643299977599,0.0619063392,33,True,0.06253165575757576
720p,1280,720,128,128,3,16,256,800.0,ws,1860850.0,0.0,24883200,19355220.0,16588800.0,1620.0,2764800.0,22988800.0,20128000.0,96000.0,2764800.0,4976640.0,82944000.0,8100.0,13824000.0,96776100.0,2012800000.0,9600000.0,276480000.0,2298880000.0,2400632740.0,0.09720000000000001,accelergy,1.8608500000000001,0.0,2.40063274,4.467217434229,0.0720189822,100,True,0.0240063274
720p,1280,720,128,128,3,16,256,200.0,ws,1897730.0,0.0,24883200,19355220.0,16588800.0,1620.0,2764800.0,22848800.0,20060000.0,24000.0,2764800.0,4976640.0,82944000.0,8100.0,13824000.0,96776100.0,2006000000.0,2400000.0,276480000.0,2284880000.0,2386632740.0,0.09720000000000001,accelergy,1.8977300000000001,0.0,2.38663274,4.529184549680201,0.0715989822,100,True,0.0238663274
720p,1280,720,128,128,3,16,256,50.0,ws,2045190.0,0.0,24883200,19355220.0,16588800.0,1620.0,2764800.0,22808800.0,20026000.0,18000.0,2764800.0,4976640.0,82944000.0,8100.0,13824000.0,96776100.0,2002600000.0,1800000.0,276480000.0,2280880000.0,2382632740.0,0.09720000000000001,accelergy,2.0451900000000003,0.0,2.38263274,4.8729366535206005,0.0714789822,100,True,0.0238263274
720p,1280,720,128,128,3,128,1024,800.0,os,3811270.0,0.0,24883200,23234400.0,16588800.0,194400.0,6451200.0,19612800.0,16656000.0,192000.0,2764800.0,4976640.0,82944000.0,972000.0,32256000.0,116172000.0,1665600000.0,19200000.0,276480000.0,1961280000.0,2082428640.0,0.0015187500000000001,accelergy,3.81127,0.0,2.08242864,7.936697802772799,0.0624728592,100,True,0.0208242864
720p,1280,720,128,128,3,128,1024,200.0,os,3883830.0,0.0,24883200,23234400.0,16588800.0,194400.0,6451200.0,19512800.0,16604000.0,144000.0,2764800.0,4976640.0,82944000.0,972000.0,32256000.0,116172000.0,1660400000.0,14400000.0,276480000.0,1951280000.0,2072428640.0,0.004608,accelergy,3.88383,0.0,2.07242864,8.0489605248912,0.0621728592,100,True,0.0207242864
720p,1280,720,128,128,3,64,1024,200.0,os,3984630.0,0.0,24883200,23428800.0,16588800.0,388800.0,6451200.0,19440800.0,16604000.0,72000.0,2764800.0,4976640.0,82944000.0,1944000.0,32256000.0,117144000.0,1660400000.0,7200000.0,276480000.0,1944080000.0,2066200640.0,0.0060750000000000005,accelergy,3.98463,0.0,2.06620064,8.2330450561632,0.0619860192,100,True,0.0206620064
720p,1280,720,128,128,3,32,1024,200.0,os,4186230.0,0.0,24883200,23817600.0,16588800.0,777600.0,6451200.0,19416800.0,16604000.0,48000.0,2764800.0,4976640.0,82944000.0,3888000.0,32256000.0,119088000.0,1660400000.0,4800000.0,276480000.0,1941680000.0,2065744640.0,0.024300000000000002,accelergy,4.18623,0.0,2.06574464,8.6476821843072,0.0619723392,100,True,0.0206574464
720p,1280,720,128,128,3,64,1024,50.0,os,4274990.0,0.0,24883200,23428800.0,16588800.0,388800.0,6451200.0,19430800.0,16594000.0,72000.0,2764800.0,4976640.0,82944000.0,1944000.0,32256000.0,117144000.0,1659400000.0,7200000.0,276480000.0,1943080000.0,2065200640.0,0.018432,accelergy,4.27499,0.0,2.06520064,8.828712083993599,0.0619560192,100,True,0.0206520064
720p,1280,720,128,128,3,32,1024,50.0,os,4476590.0,0.0,24883200,23817600.0,16588800.0,777600.0,6451200.0,19394800.0,16594000.0,36000.0,2764800.0,4976640.0,82944000.0,3888000.0,32256000.0,119088000.0,1659400000.0,3600000.0,276480000.0,1939480000.0,2063544640.0,0.024300000000000002,accelergy,4.47659,0.0,2.06354464,9.237643299977599,0.0619063392,100,True,0.0206354464
720p,1280,720,128,128,3,16,256,800.0,ws,1860850.0,0.0,24883200,19355220.0,16588800.0,1620.0,2764800.0,22988800.0,20128000.0,96000.0,2764800.0,4976640.0,82944000.0,8100.0,13824000.0,96776100.0,2012800000.0,9600000.0,276480000.0,2298880000.0,2400632740.0,0.09720000000000001,accelergy,1.8608500000000001,0.0,2.40063274,4.467217434229,0.0720189822,200,True,0.0120031637
720p,1280,720,128,128,3,16,256,200.0,ws,1897730.0,0.0,24883200,19355220.0,16588800.0,1620.0,2764800.0,22848800.0,20060000.0,24000.0,2764800.0,4976640.0,82944000.0,8100.0,13824000.0,96776100.0,2006000000.0,2400000.0,276480000.0,2284880000.0,2386632740.0,0.09720000000000001,accelergy,1.8977300000000001,0.0,2.38663274,4.529184549680201,0.0715989822,200,True,0.0119331637
720p,1280,720,128,128,3,16,256,50.0,ws,2045190.0,0.0,24883200,19355220.0,16588800.0,1620.0,2764800.0,22808800.0,20026000.0,18000.0,2764800.0,4976640.0,82944000.0,8100.0,13824000.0,96776100.0,2002600000.0,1800000.0,276480000.0,2280880000.0,2382632740.0,0.09720000000000001,accelergy,2.0451900000000003,0.0,2.38263274,4.8729366535206005,0.0714789822,200,True,0.0119131637
720p,1280,720,128,128,3,128,1024,800.0,os,3811270.0,0.0,24883200,23234400.0,16588800.0,194400.0,6451200.0,19612800.0,16656000.0,192000.0,2764800.0,4976640.0,82944000.0,972000.0,32256000.0,116172000.0,1665600000.0,19200000.0,276480000.0,1961280000.0,2082428640.0,0.0015187500000000001,accelergy,3.81127,0.0,2.08242864,7.936697802772799,0.0624728592,200,True,0.0104121432
720p,1280,720,128,128,3,128,1024,200.0,os,3883830.0,0.0,24883200,23234400.0,16588800.0,194400.0,6451200.0,19512800.0,16604000.0,144000.0,2764800.0,4976640.0,82944000.0,972000.0,32256000.0,116172000.0,1660400000.0,14400000.0,276480000.0,1951280000.0,2072428640.0,0.004608,accelergy,3.88383,0.0,2.07242864,8.0489605248912,0.0621728592,200,True,0.0103621432
720p,1280,720,128,128,3,64,1024,200.0,os,3984630.0,0.0,24883200,23428800.0,16588800.0,388800.0,6451200.0,19440800.0,16604000.0,72000.0,2764800.0,4976640.0,82944000.0,1944000.0,32256000.0,117144000.0,1660400000.0,7200000.0,276480000.0,1944080000.0,2066200640.0,0.0060750000000000005,accelergy,3.98463,0.0,2.06620064,8.2330450561632,0.0619860192,200,True,0.0103310032
720p,1280,720,128,128,3,32,1024,200.0,os,4186230.0,0.0,24883200,23817600.0,16588800.0,777600.0,6451200.0,19416800.0,16604000.0,48000.0,2764800.0,4976640.0,82944000.0,3888000.0,32256000.0,119088000.0,1660400000.0,4800000.0,276480000.0,1941680000.0,2065744640.0,0.024300000000000002,accelergy,4.18623,0.0,2.06574464,8.6476821843072,0.0619723392,200,True,0.0103287232
720p,1280,720,128,128,3,64,1024,50.0,os,4274990.0,0.0,24883200,23428800.0,16588800.0,388800.0,6451200.0,19430800.0,16594000.0,72000.0,2764800.0,4976640.0,82944000.0,1944000.0,32256000.0,117144000.0,1659400000.0,7200000.0,276480000.0,1943080000.0,2065200640.0,0.018432,accelergy,4.27499,0.0,2.06520064,8.828712083993599,0.0619560192,200,True,0.0103260032
720p,1280,720,128,128,3,32,1024,50.0,os,4476590.0,0.0,24883200,23817600.0,16588800.0,777600.0,6451200.0,19394800.0,16594000.0,36000.0,2764800.0,4976640.0,82944000.0,3888000.0,32256000.0,119088000.0,1659400000.0,3600000.0,276480000.0,1939480000.0,2063544640.0,0.024300000000000002,accelergy,4.47659,0.0,2.06354464,9.237643299977599,0.0619063392,200,True,0.0103177232
720p,1280,720,128,128,5,32,256,800.0,ws,1866610.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,36604800.0,33744000.0,96000.0,2764800.0,7925760.0,156672000.0,12900.0,13824000.0,170508900.0,3374400000.0,9600000.0,276480000.0,3660480000.0,3838914660.0,0.0387,accelergy,1.86661,0.0,3.83891466,7.165756493502601,0.1151674398,33,True,0.11633074727272728
720p,1280,720,128,128,5,32,256,200.0,ws,1903490.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,36466800.0,33630000.0,72000.0,2764800.0,7925760.0,156672000.0,12900.0,13824000.0,170508900.0,3363000000.0,7200000.0,276480000.0,3646680000.0,3825114660.0,0.0387,accelergy,1.9034900000000001,0.0,3.82511466,7.281067504163401,0.1147534398,33,True,0.11591256545454545
720p,1280,720,128,128,5,32,256,50.0,ws,2050950.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,36403800.0,33573000.0,66000.0,2764800.0,7925760.0,156672000.0,12900.0,13824000.0,170508900.0,3357300000.0,6600000.0,276480000.0,3640380000.0,3818814660.0,0.0387,accelergy,2.0509500000000003,0.0,3.81881466,7.832197926927002,0.1145644398,33,True,0.11572165636363636
720p,1280,720,128,128,5,128,4096,800.0,os,3944860.0,0.0,39628800,38095200.0,31334400.0,309600.0,6451200.0,34420800.0,31368000.0,288000.0,2764800.0,7925760.0,156672000.0,1548000.0,32256000.0,190476000.0,3136800000.0,28800000.0,276480000.0,3442080000.0,3640481760.0,0.00241875,accelergy,3.94486,0.0,3.64048176,14.3611908757536,0.1092144528,33,True,0.1103176290909091
720p,1280,720,128,128,5,128,4096,200.0,os,4072720.0,0.0,39628800,38095200.0,31334400.0,309600.0,6451200.0,34370800.0,31342000.0,264000.0,2764800.0,7925760.0,156672000.0,1548000.0,32256000.0,190476000.0,3134200000.0,26400000.0,276480000.0,3437080000.0,3635481760.0,0.004608,accelergy,4.07272,0.0,3.63548176,14.8062992735872,0.1090644528,33,True,0.11016611393939395
720p,1280,720,128,128,5,64,4096,800.0,os,4160860.0,0.0,39628800,38404800.0,31334400.0,619200.0,6451200.0,34276800.0,31368000.0,144000.0,2764800.0,7925760.0,156672000.0,3096000.0,32256000.0,192024000.0,3136800000.0,14400000.0,276480000.0,3427680000.0,3627629760.0,0.009675,accelergy,4.16086,0.0,3.62762976,15.094059563193598,0.1088288928,33,True,0.10992817454545455
720p,1280,720,128,128,5,64,4096,200.0,os,4288720.0,0.0,39628800,38404800.0,31334400.0,619200.0,6451200.0,34238800.0,31342000.0,132000.0,2764800.0,7925760.0,156672000.0,3096000.0,32256000.0,192024000.0,3134200000.0,13200000.0,276480000.0,3423880000.0,3623829760.0,0.009675,accelergy,4.2887200000000005,0.0,3.62382976,15.541591168307201,0.1087148928,33,True,0.10981302303030303
720p,1280,720,128,128,5,32,4096,200.0,os,4720720.0,0.0,39628800,39024000.0,31334400.0,1238400.0,6451200.0,34178800.0,31342000.0,72000.0,2764800.0,7925760.0,156672000.0,6192000.0,32256000.0,195120000.0,3134200000.0,7200000.0,276480000.0,3417880000.0,3620925760.0,0.0387,accelergy,4.72072,0.0,3.62092576,17.0933766537472,0.1086277728,33,True,0.10972502303030304
720p,1280,720,128,128,5,32,4096,50.0,os,5232250.0,0.0,39628800,39024000.0,31334400.0,1238400.0,6451200.0,34167800.0,31337000.0,66000.0,2764800.0,7925760.0,156672000.0,6192000.0,32256000.0,195120000.0,3133700000.0,6600000.0,276480000.0,3416780000.0,3619825760.0,0.0387,accelergy,5.23225,0.0,3.61982576,18.93983333276,0.1085947728,33,True,0.1096916896969697
720p,1280,720,128,128,5,32,256,800.0,ws,1866610.0,0.0,39628800,34101780.0,31334400.0,2580.0,2764800.0,36604800.0,33744000.0,96000.0,2764800.0,7925760.0,156672000.0,12900.0,13824000.0,170508900.0,3374400000.0,9600000.0,276480000.0,3660480000.0,3838914660.0,0.0387,accelergy,1.86661,0.0,3.83891466,7.165756493502601,0.1151674398,100,True,0.0383891466
