resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,total_cycles,total_stall_cycles,total_macs,total_sram_accesses,total_sram_ifmap_reads,total_sram_filter_reads,total_sram_ofmap_writes,total_dram_accesses,total_dram_ifmap_reads,total_dram_filter_reads,total_dram_ofmap_writes,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,analytical_lower_bound_ms,energy_backend,latency_ms,stall_pct,energy_total_mj,edp_mj_ms,average_power_w_at_30fps,deadline_ms,feasible,average_power_w_at_deadline_fps
hires,2048,2048,128,128,3,64,1024,200.0,os,18134528.0,0.0,113246208,106627072.0,75497472.0,1769472.0,29360128.0,88461312.0,75571200.0,307200.0,12582912.0,22649241.6,377487360.0,8847360.0,146800640.0,533135360.0,7557120000.0,30720000.0,1258291200.0,8846131200.0,9401915801.599998,0.027648,accelergy,18.134528,0.0,9.401915801599998,170.4993053577576,0.2820574740479999,100,True,0.09401915801599998
hires,2048,2048,128,128,3,32,1024,200.0,os,19052032.0,0.0,113246208,108396544.0,75497472.0,3538944.0,29360128.0,88358912.0,75571200.0,204800.0,12582912.0,22649241.6,377487360.0,17694720.0,146800640.0,541982720.0,7557120000.0,20480000.0,1258291200.0,8835891200.0,9400523161.599998,0.110592,accelergy,19.052032,0.0,9.400523161599999,179.09906809154435,0.28201569484799993,100,True,0.09400523161599998
hires,2048,2048,128,128,3,64,1024,50.0,os,19456000.0,0.0,113246208,106627072.0,75497472.0,1769472.0,29360128.0,88410112.0,75520000.0,307200.0,12582912.0,22649241.6,377487360.0,8847360.0,146800640.0,533135360.0,7552000000.0,30720000.0,1258291200.0,8841011200.0,9396795801.599998,0.08388608,accelergy,19.456,0.0,9.396795801599998,182.82405911592954,0.28190387404799994,100,True,0.09396795801599998
hires,2048,2048,128,128,3,32,1024,50.0,os,20373504.0,0.0,113246208,108396544.0,75497472.0,3538944.0,29360128.0,88256512.0,75520000.0,153600.0,12582912.0,22649241.6,377487360.0,17694720.0,146800640.0,541982720.0,7552000000.0,15360000.0,1258291200.0,8825651200.0,9390283161.599998,0.110592,accelergy,20.373504,0.0,9.3902831616,191.31297155399022,0.2817084948479999,100,True,0.09390283161599998
hires,2048,2048,128,128,3,16,256,800.0,ws,8464896.0,0.0,113246208,88087296.0,75497472.0,6912.0,12582912.0,103923712.0,90931200.0,409600.0,12582912.0,22649241.6,377487360.0,34560.0,62914560.0,440436480.0,9093120000.0,40960000.0,1258291200.0,10392371200.0,10855456921.599998,0.442368,accelergy,8.464896,0.0,10.855456921599998,91.89031387382414,0.32566370764799996,200,True,0.05427728460799999
hires,2048,2048,128,128,3,16,256,200.0,ws,8625152.0,0.0,113246208,88087296.0,75497472.0,6912.0,12582912.0,103309312.0,90624000.0,102400.0,12582912.0,22649241.6,377487360.0,34560.0,62914560.0,440436480.0,9062400000.0,10240000.0,1258291200.0,10330931200.0,10794016921.599998,0.442368,accelergy,8.625152,0.0,10.794016921599999,93.10003663937208,0.32382050764799997,200,True,0.05397008460799999
hires,2048,2048,128,128,3,16,256,50.0,ws,9266176.0,0.0,113246208,88087296.0,75497472.0,6912.0,12582912.0,103130112.0,90470400.0,76800.0,12582912.0,22649241.6,377487360.0,34560.0,62914560.0,440436480.0,9047040000.0,7680000.0,1258291200.0,10313011200.0,10776096921.599998,0.442368,accelergy,9.266176,0.0,10.776096921599999,99.8532106686038,0.32328290764799994,200,True,0.05388048460799999
hires,2048,2048,128,128,3,128,1024,800.0,os,17345536.0,0.0,113246208,105742336.0,75497472.0,884736.0,29360128.0,89178112.0,75776000.0,819200.0,12582912.0,22649241.6,377487360.0,4423680.0,146800640.0,528711680.0,7577600000.0,81920000.0,1258291200.0,8917811200.0,9469172121.599998,0.006912,accelergy,17.345536000000003,0.0,9.469172121599998,164.24786592540917,0.28407516364799995,200,True,0.047345860607999994
hires,2048,2048,128,128,3,128,1024,200.0,os,17675776.0,0.0,113246208,105742336.0,75497472.0,884736.0,29360128.0,88768512.0,75571200.0,614400.0,12582912.0,22649241.6,377487360.0,4423680.0,146800640.0,528711680.0,7557120000.0,61440000.0,1258291200.0,8876851200.0,9428212121.599998,0.02097152,accelergy,17.675776,0.0,9.428212121599998,166.6509655418863,0.2828463636479999,200,True,0.04714106060799999
hires,2048,2048,128,128,3,64,1024,200.0,os,18134528.0,0.0,113246208,106627072.0,75497472.0,1769472.0,29360128.0,88461312.0,75571200.0,307200.0,12582912.0,22649241.6,377487360.0,8847360.0,146800640.0,533135360.0,7557120000.0,30720000.0,1258291200.0,8846131200.0,9401915801.599998,0.027648,accelergy,18.134528,0.0,9.401915801599998,170.4993053577576,0.2820574740479999,200,True,0.04700957900799999
hires,2048,2048,128,128,3,32,1024,200.0,os,19052032.0,0.0,113246208,108396544.0,75497472.0,3538944.0,29360128.0,88358912.0,75571200.0,204800.0,12582912.0,22649241.6,377487360.0,17694720.0,146800640.0,541982720.0,7557120000.0,20480000.0,1258291200.0,8835891200.0,9400523161.599998,0.110592,accelergy,19.052032,0.0,9.400523161599999,179.09906809154435,0.28201569484799993,200,True,0.04700261580799999
hires,2048,2048,128,128,3,64,1024,50.0,os,19456000.0,0.0,113246208,106627072.0,75497472.0,1769472.0,29360128.0,88410112.0,75520000.0,307200.0,12582912.0,22649241.6,377487360.0,8847360.0,146800640.0,533135360.0,7552000000.0,30720000.0,1258291200.0,8841011200.0,9396795801.599998,0.08388608,accelergy,19.456,0.0,9.396795801599998,182.82405911592954,0.28190387404799994,200,True,0.04698397900799999
hires,2048,2048,128,128,3,32,1024,50.0,os,20373504.0,0.0,113246208,108396544.0,75497472.0,3538944.0,29360128.0,88256512.0,75520000.0,153600.0,12582912.0,22649241.6,377487360.0,17694720.0,146800640.0,541982720.0,7552000000.0,15360000.0,1258291200.0,8825651200.0,9390283161.599998,0.110592,accelergy,20.373504,0.0,9.3902831616,191.31297155399022,0.2817084948479999,200,True,0.04695141580799999
hires,2048,2048,128,128,5,32,256,800.0,ws,8489472.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,164544512.0,151552000.0,409600.0,12582912.0,36071014.4,713031680.0,55040.0,62914560.0,776001280.0,15155200000.0,40960000.0,1258291200.0,16454451200.0,17266523494.4,0.176128,accelergy,8.489472,0.0,17.2665234944,146.58366774305097,0.5179957048320001,33,True,0.523227984678788
hires,2048,2048,128,128,5,32,256,200.0,ws,8649728.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,163930112.0,151040000.0,307200.0,12582912.0,36071014.4,713031680.0,55040.0,62914560.0,776001280.0,15104000000.0,30720000.0,1258291200.0,16393011200.0,17205083494.4,0.176128,accelergy,8.649728000000001,0.0,17.2050834944,148.81929244384955,0.516152504832,33,True,0.5213661664969698
hires,2048,2048,128,128,5,32,256,50.0,ws,9290752.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,163648512.0,150784000.0,281600.0,12582912.0,36071014.4,713031680.0,55040.0,62914560.0,776001280.0,15078400000.0,28160000.0,1258291200.0,16364851200.0,17176923494.4,0.176128,accelergy,9.290752,0.0,17.1769234944,159.58653630944377,0.515307704832,33,True,0.5205128331636364
hires,2048,2048,128,128,5,128,4096,800.0,os,17953536.0,0.0,180355072,173375488.0,142606336.0,1409024.0,29360128.0,156557312.0,142745600.0,1228800.0,12582912.0,36071014.4,713031680.0,7045120.0,146800640.0,866877440.0,14274560000.0,122880000.0,1258291200.0,15655731200.0,16558679654.4,0.011008,accelergy,17.953536,0.0,16.5586796544,297.28685128773793,0.496760389632,33,True,0.5017781713454545
hires,2048,2048,128,128,5,128,4096,200.0,os,18535424.0,0.0,180355072,173375488.0,142606336.0,1409024.0,29360128.0,156352512.0,142643200.0,1126400.0,12582912.0,36071014.4,713031680.0,7045120.0,146800640.0,866877440.0,14264320000.0,112640000.0,1258291200.0,15635251200.0,16538199654.4,0.02097152,accelergy,18.535424000000003,0.0,16.5381996544,306.5425427909575,0.496145989632,33,True,0.5011575652848486
hires,2048,2048,128,128,5,64,4096,800.0,os,18936576.0,0.0,180355072,174784512.0,142606336.0,2818048.0,29360128.0,155942912.0,142745600.0,614400.0,12582912.0,36071014.4,713031680.0,14090240.0,146800640.0,873922560.0,14274560000.0,61440000.0,1258291200.0,15594291200.0,16504284774.4,0.044032,accelergy,18.936576,0.0,16.5042847744,312.5346429560684,0.495128543232,33,True,0.5001298416484848
hires,2048,2048,128,128,5,64,4096,200.0,os,19518464.0,0.0,180355072,174784512.0,142606336.0,2818048.0,29360128.0,155789312.0,142643200.0,563200.0,12582912.0,36071014.4,713031680.0,14090240.0,146800640.0,873922560.0,14264320000.0,56320000.0,1258291200.0,15578931200.0,16488924774.4,0.044032,accelergy,19.518463999999998,0.0,16.4889247744,321.8384846078345,0.494667743232,33,True,0.49966438710303035
hires,2048,2048,128,128,5,32,4096,200.0,os,21484544.0,0.0,180355072,177602560.0,142606336.0,5636096.0,29360128.0,155533312.0,142643200.0,307200.0,12582912.0,36071014.4,713031680.0,28180480.0,146800640.0,888012800.0,14264320000.0,30720000.0,1258291200.0,15553331200.0,16477415014.4,0.176128,accelergy,21.484544,0.0,16.4774150144,354.0097478831374,0.494322450432,33,True,0.4993156064969697
hires,2048,2048,128,128,5,32,4096,50.0,os,23812608.0,0.0,180355072,177602560.0,142606336.0,5636096.0,29360128.0,155482112.0,142617600.0,281600.0,12582912.0,36071014.4,713031680.0,28180480.0,146800640.0,888012800.0,14261760000.0,28160000.0,1258291200.0,15548211200.0,16472295014.4,0.176128,accelergy,23.812607999999997,0.0,16.4722950144,392.2483040382615,0.494168850432,33,True,0.49916045498181816
hires,2048,2048,128,128,5,32,256,800.0,ws,8489472.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,164544512.0,151552000.0,409600.0,12582912.0,36071014.4,713031680.0,55040.0,62914560.0,776001280.0,15155200000.0,40960000.0,1258291200.0,16454451200.0,17266523494.4,0.176128,accelergy,8.489472,0.0,17.2665234944,146.58366774305097,0.5179957048320001,100,True,0.172665234944
hires,2048,2048,128,128,5,32,256,200.0,ws,8649728.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,163930112.0,151040000.0,307200.0,12582912.0,36071014.4,713031680.0,55040.0,62914560.0,776001280.0,15104000000.0,30720000.0,1258291200.0,16393011200.0,17205083494.4,0.176128,accelergy,8.649728000000001,0.0,17.2050834944,148.81929244384955,0.516152504832,100,True,0.172050834944
hires,2048,2048,128,128,5,32,256,50.0,ws,9290752.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,163648512.0,150784000.0,281600.0,12582912.0,36071014.4,713031680.0,55040.0,62914560.0,776001280.0,15078400000.0,28160000.0,1258291200.0,16364851200.0,17176923494.4,0.176128,accelergy,9.290752,0.0,17.1769234944,159.58653630944377,0.515307704832,100,True,0.171769234944
hires,2048,2048,128,128,5,128,4096,800.0,os,17953536.0,0.0,180355072,173375488.0,142606336.0,1409024.0,29360128.0,156557312.0,142745600.0,1228800.0,12582912.0,36071014.4,713031680.0,7045120.0,146800640.0,866877440.0,14274560000.0,122880000.0,1258291200.0,15655731200.0,16558679654.4,0.011008,accelergy,17.953536,0.0,16.5586796544,297.28685128773793,0.496760389632,100,True,0.165586796544
hires,2048,2048,128,128,5,128,4096,200.0,os,18535424.0,0.0,180355072,173375488.0,142606336.0,1409024.0,29360128.0,156352512.0,142643200.0,1126400.0,12582912.0,36071014.4,713031680.0,7045120.0,146800640.0,866877440.0,14264320000.0,112640000.0,1258291200.0,15635251200.0,16538199654.4,0.02097152,accelergy,18.535424000000003,0.0,16.5381996544,306.5425427909575,0.496145989632,100,True,0.165381996544
hires,2048,2048,128,128,5,64,4096,800.0,os,18936576.0,0.0,180355072,174784512.0,142606336.0,2818048.0,29360128.0,155942912.0,142745600.0,614400.0,12582912.0,36071014.4,713031680.0,14090240.0,146800640.0,873922560.0,14274560000.0,61440000.0,1258291200.0,15594291200.0,16504284774.4,0.044032,accelergy,18.936576,0.0,16.5042847744,312.5346429560684,0.495128543232,100,True,0.165042847744
hires,2048,2048,128,128,5,64,4096,200.0,os,19518464.0,0.0,180355072,174784512.0,142606336.0,2818048.0,29360128.0,155789312.0,142643200.0,563200.0,12582912.0,36071014.4,713031680.0,14090240.0,146800640.0,873922560.0,14264320000.0,56320000.0,1258291200.0,15578931200.0,16488924774.4,0.044032,accelergy,19.518463999999998,0.0,16.4889247744,321.8384846078345,0.494667743232,100,True,0.164889247744
hires,2048,2048,128,128,5,32,4096,200.0,os,21484544.0,0.0,180355072,177602560.0,142606336.0,5636096.0,29360128.0,155533312.0,142643200.0,307200.0,12582912.0,36071014.4,713031680.0,28180480.0,146800640.0,888012800.0,14264320000.0,30720000.0,1258291200.0,15553331200.0,16477415014.4,0.176128,accelergy,21.484544,0.0,16.4774150144,354.0097478831374,0.494322450432,100,True,0.164774150144
hires,2048,2048,128,128,5,32,4096,50.0,os,23812608.0,0.0,180355072,177602560.0,142606336.0,5636096.0,29360128.0,155482112.0,142617600.0,281600.0,12582912.0,36071014.4,713031680.0,28180480.0,146800640.0,888012800.0,14261760000.0,28160000.0,1258291200.0,15548211200.0,16472295014.4,0.176128,accelergy,23.812607999999997,0.0,16.4722950144,392.2483040382615,0.494168850432,100,True,0.164722950144
hires,2048,2048,128,128,5,32,256,800.0,ws,8489472.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,164544512.0,151552000.0,409600.0,12582912.0,36071014.4,713031680.0,55040.0,62914560.0,776001280.0,15155200000.0,40960000.0,1258291200.0,16454451200.0,17266523494.4,0.176128,accelergy,8.489472,0.0,17.2665234944,146.58366774305097,0.5179957048320001,200,True,0.086332617472
hires,2048,2048,128,128,5,32,256,200.0,ws,8649728.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,163930112.0,151040000.0,307200.0,12582912.0,36071014.4,713031680.0,55040.0,62914560.0,776001280.0,15104000000.0,30720000.0,1258291200.0,16393011200.0,17205083494.4,0.176128,accelergy,8.649728000000001,0.0,17.2050834944,148.81929244384955,0.516152504832,200,True,0.086025417472
hires,2048,2048,128,128,5,32,256,50.0,ws,9290752.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,163648512.0,150784000.0,281600.0,12582912.0,36071014.4,713031680.0,55040.0,62914560.0,776001280.0,15078400000.0,28160000.0,1258291200.0,16364851200.0,17176923494.4,0.176128,accelergy,9.290752,0.0,17.1769234944,159.58653630944377,0.515307704832,200,True,0.085884617472
hires,2048,2048,128,128,5,128,4096,800.0,os,17953536.0,0.0,180355072,173375488.0,142606336.0,1409024.0,29360128.0,156557312.0,142745600.0,1228800.0,12582912.0,36071014.4,713031680.0,7045120.0,146800640.0,866877440.0,14274560000.0,122880000.0,1258291200.0,15655731200.0,16558679654.4,0.011008,accelergy,17.953536,0.0,16.5586796544,297.28685128773793,0.496760389632,200,True,0.082793398272
hires,2048,2048,128,128,5,128,4096,200.0,os,18535424.0,0.0,180355072,173375488.0,142606336.0,1409024.0,29360128.0,156352512.0,142643200.0,1126400.0,12582912.0,36071014.4,713031680.0,7045120.0,146800640.0,866877440.0,14264320000.0,112640000.0,1258291200.0,15635251200.0,16538199654.4,0.02097152,accelergy,18.535424000000003,0.0,16.5381996544,306.5425427909575,0.496145989632,200,True,0.082690998272
hires,2048,2048,128,128,5,64,4096,800.0,os,18936576.0,0.0,180355072,174784512.0,142606336.0,2818048.0,29360128.0,155942912.0,142745600.0,614400.0,12582912.0,36071014.4,713031680.0,14090240.0,146800640.0,873922560.0,14274560000.0,61440000.0,1258291200.0,15594291200.0,16504284774.4,0.044032,accelergy,18.936576,0.0,16.5042847744,312.5346429560684,0.495128543232,200,True,0.082521423872
hires,2048,2048,128,128,5,64,4096,200.0,os,19518464.0,0.0,180355072,174784512.0,142606336.0,2818048.0,29360128.0,155789312.0,142643200.0,563200.0,12582912.0,36071014.4,713031680.0,14090240.0,146800640.0,873922560.0,14264320000.0,56320000.0,1258291200.0,15578931200.0,16488924774.4,0.044032,accelergy,19.518463999999998,0.0,16.4889247744,321.8384846078345,0.494667743232,200,True,0.082444623872
hires,2048,2048,128,128,5,32,4096,200.0,os,21484544.0,0.0,180355072,177602560.0,142606336.0,5636096.0,29360128.0,155533312.0,142643200.0,307200.0,12582912.0,36071014.4,713031680.0,28180480.0,146800640.0,888012800.0,14264320000.0,30720000.0,1258291200.0,15553331200.0,16477415014.4,0.176128,accelergy,21.484544,0.0,16.4774150144,354.0097478831374,0.494322450432,200,True,0.082387075072
hires,2048,2048,128,128,5,32,4096,50.0,os,23812608.0,0.0,180355072,177602560.0,142606336.0,5636096.0,29360128.0,155482112.0,142617600.0,281600.0,12582912.0,36071014.4,713031680.0,28180480.0,146800640.0,888012800.0,14261760000.0,28160000.0,1258291200.0,15548211200.0,16472295014.4,0.176128,accelergy,23.812607999999997,0.0,16.4722950144,392.2483040382615,0.494168850432,200,True,0.082361475072
hires,2048,2048,128,128,7,64,256,800.0,ws,8538624.0,0.0,281018368,255869696.0,243269632.0,17152.0,12582912.0,271245312.0,257638400.0,1024000.0,12582912.0,56203673.6,1216348160.0,85760.0,62914560.0,1279348480.0,25763840000.0,102400000.0,1258291200.0,27124531200.0,28460083353.6,0.068608,accelergy,8.538624,0.0,28.460083353599998,243.00995076504944,0.853802500608,33,True,0.862426768290909
hires,2048,2048,128,128,7,64,256,200.0,ws,8698880.0,0.0,281018368,255869696.0,243269632.0,17152.0,12582912.0,270323712.0,256768000.0,972800.0,12582912.0,56203673.6,1216348160.0,85760.0,62914560.0,1279348480.0,25676800000.0,97280000.0,1258291200.0,27032371200.0,28367923353.6,0.068608,accelergy,8.69888,0.0,28.3679233536,246.769161102164,0.851037700608,33,True,0.8596340410181817
hires,2048,2048,128,128,7,64,256,50.0,ws,9339904.0,0.0,281018368,255869696.0,243269632.0,17152.0,12582912.0,269875712.0,256332800.0,960000.0,12582912.0,56203673.6,1216348160.0,85760.0,62914560.0,1279348480.0,25633280000.0,96000000.0,1258291200.0,26987571200.0,28323123353.6,0.08388608,accelergy,9.339903999999999,0.0,28.3231233536,264.535253102782,0.849693700608,33,True,0.8582764652606061
hires,2048,2048,128,128,7,128,4096,800.0,os,18865920.0,0.0,281018368,274825216.0,243269632.0,2195456.0,29360128.0,258138112.0,243507200.0,2048000.0,12582912.0,56203673.6,1216348160.0,10977280.0,146800640.0,1374126080.0,24350720000.0,204800000.0,1258291200.0,25813811200.0,27244140953.6,0.017152,accelergy,18.865920000000003,0.0,27.2441409536,513.9857836993414,0.817324228608,33,True,0.8255800288969697
hires,2048,2048,128,128,7,128,4096,200.0,os,19825408.0,0.0,281018368,274825216.0,243269632.0,2195456.0,29360128.0,257882112.0,243353600.0,1945600.0,12582912.0,56203673.6,1216348160.0,10977280.0,146800640.0,1374126080.0,24335360000.0,194560000.0,1258291200.0,25788211200.0,27218540953.6,0.02097152,accelergy,19.825408,0.0,27.218540953599998,539.618679569829,0.816556228608,33,True,0.8248042713212121
hires,2048,2048,128,128,7,64,4096,800.0,os,20635392.0,0.0,281018368,277020672.0,243269632.0,4390912.0,29360128.0,257114112.0,243507200.0,1024000.0,12582912.0,56203673.6,1216348160.0,21954560.0,146800640.0,1385103360.0,24350720000.0,102400000.0,1258291200.0,25711411200.0,27152718233.6,0.068608,accelergy,20.635392,0.0,27.152718233599998,560.3069846158835,0.814581547008,33,True,0.8228096434424242
hires,2048,2048,128,128,7,64,4096,200.0,os,21594880.0,0.0,281018368,277020672.0,243269632.0,4390912.0,29360128.0,256909312.0,243353600.0,972800.0,12582912.0,56203673.6,1216348160.0,21954560.0,146800640.0,1385103360.0,24335360000.0,97280000.0,1258291200.0,25690931200.0,27132238233.6,0.068608,accelergy,21.59488,0.0,27.1322382336,585.9174287860039,0.813967147008,33,True,0.8221890373818183
hires,2048,2048,128,128,7,32,4096,200.0,os,25133824.0,0.0,281018368,281411584.0,243269632.0,8781824.0,29360128.0,256448512.0,243353600.0,512000.0,12582912.0,56203673.6,1216348160.0,43909120.0,146800640.0,1407057920.0,24335360000.0,51200000.0,1258291200.0,25644851200.0,27108112793.6,0.274432,accelergy,25.133824,0.0,27.1081127936,681.3305359264907,0.813243383808,33,True,0.8214579634424242
hires,2048,2048,128,128,7,32,4096,50.0,os,28971776.0,0.0,281018368,281411584.0,243269632.0,8781824.0,29360128.0,256358912.0,243289600.0,486400.0,12582912.0,56203673.6,1216348160.0,43909120.0,146800640.0,1407057920.0,24328960000.0,48640000.0,1258291200.0,25635891200.0,27099152793.6,0.274432,accelergy,28.971776000000002,0.0,27.0991527936,785.1105845259534,0.812974583808,33,True,0.821186448290909
hires,2048,2048,128,128,7,64,256,800.0,ws,8538624.0,0.0,281018368,255869696.0,243269632.0,17152.0,12582912.0,271245312.0,257638400.0,1024000.0,12582912.0,56203673.6,1216348160.0,85760.0,62914560.0,1279348480.0,25763840000.0,102400000.0,1258291200.0,27124531200.0,28460083353.6,0.068608,accelergy,8.538624,0.0,28.460083353599998,243.00995076504944,0.853802500608,100,True,0.284600833536
hires,2048,2048,128,128,7,64,256,200.0,ws,8698880.0,0.0,281018368,255869696.0,243269632.0,17152.0,12582912.0,270323712.0,256768000.0,972800.0,12582912.0,56203673.6,1216348160.0,85760.0,62914560.0,1279348480.0,25676800000.0,97280000.0,1258291200.0,27032371200.0,28367923353.6,0.068608,accelergy,8.69888,0.0,28.3679233536,246.769161102164,0.851037700608,100,True,0.283679233536
hires,2048,2048,128,128,7,64,256,50.0,ws,9339904.0,0.0,281018368,255869696.0,243269632.0,17152.0,12582912.0,269875712.0,256332800.0,960000.0,12582912.0,56203673.6,1216348160.0,85760.0,62914560.0,1279348480.0,25633280000.0,96000000.0,1258291200.0,26987571200.0,28323123353.6,0.08388608,accelergy,9.339903999999999,0.0,28.3231233536,264.535253102782,0.849693700608,100,True,0.283231233536
hires,2048,2048,128,128,7,128,4096,800.0,os,18865920.0,0.0,281018368,274825216.0,243269632.0,2195456.0,29360128.0,258138112.0,243507200.0,2048000.0,12582912.0,56203673.6,1216348160.0,10977280.0,146800640.0,1374126080.0,24350720000.0,204800000.0,1258291200.0,25813811200.0,27244140953.6,0.017152,accelergy,18.865920000000003,0.0,27.2441409536,513.9857836993414,0.817324228608,100,True,0.272441409536
hires,2048,2048,128,128,7,128,4096,200.0,os,19825408.0,0.0,281018368,274825216.0,243269632.0,2195456.0,29360128.0,257882112.0,243353600.0,1945600.0,12582912.0,56203673.6,1216348160.0,10977280.0,146800640.0,1374126080.0,24335360000.0,194560000.0,1258291200.0,25788211200.0,27218540953.6,0.02097152,accelergy,19.825408,0.0,27.218540953599998,539.618679569829,0.816556228608,100,True,0.272185409536
hires,2048,2048,128,128,7,64,4096,800.0,os,20635392.0,0.0,281018368,277020672.0,243269632.0,4390912.0,29360128.0,257114112.0,243507200.0,1024000.0,12582912.0,56203673.6,1216348160.0,21954560.0,146800640.0,1385103360.0,24350720000.0,102400000.0,1258291200.0,25711411200.0,27152718233.6,0.068608,accelergy,20.635392,0.0,27.152718233599998,560.3069846158835,0.814581547008,100,True,0.271527182336
hires,2048,2048,128,128,7,64,4096,200.0,os,21594880.0,0.0,281018368,277020672.0,243269632.0,4390912.0,29360128.0,256909312.0,243353600.0,972800.0,12582912.0,56203673.6,1216348160.0,21954560.0,146800640.0,1385103360.0,24335360000.0,97280000.0,1258291200.0,25690931200.0,27132238233.6,0.068608,accelergy,21.59488,0.0,27.1322382336,585.9174287860039,0.813967147008,100,True,0.271322382336
hires,2048,2048,128,128,7,32,4096,200.0,os,25133824.0,0.0,281018368,281411584.0,243269632.0,8781824.0,29360128.0,256448512.0,243353600.0,512000.0,12582912.0,56203673.6,1216348160.0,43909120.0,146800640.0,1407057920.0,24335360000.0,51200000.0,1258291200.0,25644851200.0,27108112793.6,0.274432,accelergy,25.133824,0.0,27.1081127936,681.3305359264907,0.813243383808,100,True,0.271081127936
hires,2048,2048,128,128,7,32,4096,50.0,os,28971776.0,0.0,281018368,281411584.0,243269632.0,8781824.0,29360128.0,256358912.0,243289600.0,486400.0,12582912.0,56203673.6,1216348160.0,43909120.0,146800640.0,1407057920.0,24328960000.0,48640000.0,1258291200.0,25635891200.0,27099152793.6,0.274432,accelergy,28.971776000000002,0.0,27.0991527936,785.1105845259534,0.812974583808,100,True,0.270991527936
hires,2048,2048,128,128,7,64,256,800.0,ws,8538624.0,0.0,281018368,255869696.0,243269632.0,17152.0,12582912.0,271245312.0,257638400.0,1024000.0,12582912.0,56203673.6,1216348160.0,85760.0,62914560.0,1279348480.0,25763840000.0,102400000.0,1258291200.0,27124531200.0,28460083353.6,0.068608,accelergy,8.538624,0.0,28.460083353599998,243.00995076504944,0.853802500608,200,True,0.142300416768
hires,2048,2048,128,128,7,64,256,200.0,ws,8698880.0,0.0,281018368,255869696.0,243269632.0,17152.0,12582912.0,270323712.0,256768000.0,972800.0,12582912.0,56203673.6,1216348160.0,85760.0,62914560.0,1279348480.0,25676800000.0,97280000.0,1258291200.0,27032371200.0,28367923353.6,0.068608,accelergy,8.69888,0.0,28.3679233536,246.769161102164,0.851037700608,200,True,0.141839616768
hires,2048,2048,128,128,7,64,256,50.0,ws,9339904.0,0.0,281018368,255869696.0,243269632.0,17152.0,12582912.0,269875712.0,256332800.0,960000.0,12582912.0,56203673.6,1216348160.0,85760.0,62914560.0,1279348480.0,25633280000.0,96000000.0,1258291200.0,26987571200.0,28323123353.6,0.08388608,accelergy,9.339903999999999,0.0,28.3231233536,264.535253102782,0.849693700608,200,True,0.141615616768
hires,2048,2048,128,128,7,128,4096,800.0,os,18865920.0,0.0,281018368,274825216.0,243269632.0,2195456.0,29360128.0,258138112.0,243507200.0,2048000.0,12582912.0,56203673.6,1216348160.0,10977280.0,146800640.0,1374126080.0,24350720000.0,204800000.0,1258291200.0,25813811200.0,27244140953.6,0.017152,accelergy,18.865920000000003,0.0,27.2441409536,513.9857836993414,0.817324228608,200,True,0.136220704768
hires,2048,2048,128,128,7,128,4096,200.0,os,19825408.0,0.0,281018368,274825216.0,243269632.0,2195456.0,29360128.0,257882112.0,243353600.0,1945600.0,12582912.0,56203673.6,1216348160.0,10977280.0,146800640.0,1374126080.0,24335360000.0,194560000.0,1258291200.0,25788211200.0,27218540953.6,0.02097152,accelergy,19.825408,0.0,27.218540953599998,539.618679569829,0.816556228608,200,True,0.136092704768
hires,2048,2048,128,128,7,64,4096,800.0,os,20635392.0,0.0,281018368,277020672.0,243269632.0,4390912.0,29360128.0,257114112.0,243507200.0,1024000.0,12582912.0,56203673.6,1216348160.0,21954560.0,146800640.0,1385103360.0,24350720000.0,102400000.0,1258291200.0,25711411200.0,27152718233.6,0.068608,accelergy,20.635392,0.0,27.152718233599998,560.3069846158835,0.814581547008,200,True,0.135763591168
hires,2048,2048,128,128,7,64,4096,200.0,os,21594880.0,0.0,281018368,277020672.0,243269632.0,4390912.0,29360128.0,256909312.0,243353600.0,972800.0,12582912.0,56203673.6,1216348160.0,21954560.0,146800640.0,1385103360.0,24335360000.0,97280000.0,1258291200.0,25690931200.0,27132238233.6,0.068608,accelergy,21.59488,0.0,27.1322382336,585.9174287860039,0.813967147008,200,True,0.135661191168
hires,2048,2048,128,128,7,32,4096,200.0,os,25133824.0,0.0,281018368,281411584.0,243269632.0,8781824.0,29360128.0,256448512.0,243353600.0,512000.0,12582912.0,56203673.6,1216348160.0,43909120.0,146800640.0,1407057920.0,24335360000.0,51200000.0,1258291200.0,25644851200.0,27108112793.6,0.274432,accelergy,25.133824,0.0,27.1081127936,681.3305359264907,0.813243383808,200,True,0.135540563968
